gene_id	GO.IDs
comp17654_c0_seq1	GO:0006508;GO:0030693;GO:0004197;GO:0016946
comp17657_c0_seq1	GO:0004182;GO:0006508;GO:0004180;GO:0004181
comp1766_c0_seq1	GO:0004645;GO:0005975;GO:0008184
comp17660_c0_seq1	GO:0003676
comp17662_c0_seq1	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0005762;GO:0022625
comp17668_c0_seq1	GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0016887;GO:0000166;GO:0017111;GO:0016020
comp1767_c0_seq1	GO:0005737;GO:0006817
comp17674_c0_seq1	GO:0004289;GO:0006508;GO:0000166;GO:0017111
comp17676_c0_seq1	GO:0004722;GO:0006470;GO:0008287;GO:0003824;GO:0000158;GO:0004721;GO:0004723;GO:0004724;GO:0005963;GO:0008420;GO:0008597;GO:0015071;GO:0017018;GO:0017020;GO:0017023;GO:0030357
comp17678_c0_seq1	GO:0008654;GO:0003723;GO:0016071
comp17683_c0_seq1	GO:0003824;GO:0005524;GO:0008152;GO:0016874;GO:0004736;GO:0005737;GO:0006094
comp17685_c0_seq1	GO:0005529;GO:0005737;GO:0006817
comp17686_c0_seq1	GO:0002226;GO:0045824
comp17691_c0_seq1	GO:0043087
comp17691_c0_seq1	GO:0043087
comp177_c0_seq1	GO:0003735;GO:0006412;GO:0015934;GO:0005622;GO:0005840;GO:0022625;GO:0042254
comp17702_c0_seq1	GO:0003676
comp17704_c0_seq1	GO:0005123
comp17707_c0_seq1	GO:0005509
comp1771_c0_seq1	GO:0003700;GO:0005634;GO:0006355;GO:0003677;GO:0040029;GO:0016570
comp17711_c0_seq1	GO:0003677;GO:0003899;GO:0005634;GO:0006350;GO:0003900;GO:0003901;GO:0003902
comp17712_c0_seq1	GO:0005489;GO:0006118;GO:0045454;GO:0006950;GO:0006979
comp17714_c0_seq1	GO:0003677;GO:0005663;GO:0006260;GO:0005634;GO:0006281;GO:0007049
comp17714_c0_seq1	GO:0003677;GO:0005663;GO:0006260;GO:0005634;GO:0006281;GO:0007049
comp17717_c0_seq1	GO:0000166;GO:0017111;GO:0003777;GO:0007018;GO:0030286;GO:0008567
comp17718_c0_seq1	GO:0047253;GO:0008454
comp17724_c0_seq1	GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0016887;GO:0000166;GO:0017111
comp17727_c0_seq1	GO:0016021
comp1773_c0_seq1	GO:0008270
comp17730_c0_seq1	GO:0005524;GO:0016887;GO:0000166;GO:0017111;GO:0006412
comp17730_c0_seq1	GO:0005524;GO:0016887;GO:0000166;GO:0017111;GO:0006412
comp17734_c0_seq1	GO:0001104;GO:0030374;GO:0042809;GO:0046966;GO:0006366
comp17738_c0_seq1	GO:0004725;GO:0006470;GO:0004721;GO:0004727;GO:0005001
comp1774_c0_seq1	GO:0004871;GO:0005576;GO:0007223;GO:0007275
comp17741_c0_seq1	GO:0007242
comp17746_c0_seq1	GO:0005355;GO:0006810;GO:0016020;GO:0005351;GO:0008643;GO:0005215;GO:0016021
comp17748_c0_seq1	GO:0006520;GO:0016491;GO:0004354
comp17753_c0_seq1	GO:0007160
comp17754_c0_seq1	GO:0016316
comp17755_c0_seq1	GO:0005509
comp17757_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004714;GO:0007169;GO:0016020;GO:0004674;GO:0005007
comp17765_c0_seq1	GO:0016706;GO:0019538;GO:0004656
comp17767_c0_seq1	GO:0005509
comp17770_c0_seq1	GO:0003743
comp17770_c0_seq1	GO:0003743
comp1778_c0_seq1	GO:0007242;GO:0004715
comp17783_c0_seq1	GO:0008152;GO:0008484;GO:0003943;GO:0004065
comp17784_c0_seq1	GO:0007155;GO:0005529;GO:0004713;GO:0002226;GO:0001867
comp17784_c0_seq1	GO:0007155;GO:0005529;GO:0004713;GO:0002226;GO:0001867
comp17788_c0_seq1	GO:0003924;GO:0005741;GO:0008053;GO:0016021
comp17792_c0_seq1	GO:0003840
comp17795_c0_seq1	GO:0006118;GO:0004497;GO:0016705;GO:0018585;GO:0018586;GO:0018587;GO:0018588;GO:0018589;GO:0018590;GO:0018591;GO:0018592;GO:0018593;GO:0018594;GO:0018595;GO:0018596;GO:0018597;GO:0018598;GO:0018599;GO:0018600;GO:0018601
comp17795_c0_seq1	GO:0006118;GO:0004497;GO:0016705;GO:0018585;GO:0018586;GO:0018587;GO:0018588;GO:0018589;GO:0018590;GO:0018591;GO:0018592;GO:0018593;GO:0018594;GO:0018595;GO:0018596;GO:0018597;GO:0018598;GO:0018599;GO:0018600;GO:0018601
comp178_c0_seq1	GO:0003779;GO:0005622
comp1780_c0_seq1	GO:0003700;GO:0005634;GO:0045449
comp1780_c0_seq1	GO:0003700;GO:0005634;GO:0045449
comp1782_c0_seq1	GO:0004289;GO:0006508;GO:0005524;GO:0004276
comp17822_c0_seq1	GO:0004623;GO:0005509;GO:0016042
comp17828_c0_seq1	GO:0016787;GO:0008892
comp17828_c0_seq1	GO:0016787;GO:0008892
comp1783_c0_seq1	GO:0004175;GO:0005839;GO:0006511;GO:0004298;GO:0004299;GO:0030163;GO:0043248
comp17830_c0_seq1	GO:0008067;GO:0016020;GO:0004930;GO:0001641;GO:0007600
comp17830_c0_seq1	GO:0008067;GO:0016020;GO:0004930;GO:0001641;GO:0007600
comp17833_c0_seq1	GO:0004476;GO:0005975;GO:0008270
comp17838_c0_seq1	GO:0003872
comp17839_c0_seq1	GO:0005515;GO:0007165
comp17841_c0_seq1	GO:0003824;GO:0008152;GO:0004467
comp17842_c0_seq1	GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
comp17843_c0_seq1	GO:0004295;GO:0006508
comp17845_c0_seq1	GO:0004872;GO:0005509
comp17849_c0_seq1	GO:0003684;GO:0005524;GO:0006298;GO:0006281
comp17856_c0_seq1	GO:0016020;GO:0050508;GO:0050509
comp17856_c0_seq1	GO:0016020;GO:0050508;GO:0050509
comp17856_c0_seq1	GO:0016020;GO:0050508;GO:0050509
comp17857_c0_seq1	GO:0003774;GO:0005524;GO:0016459
comp17859_c0_seq1	GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0008076;GO:0015269;GO:0005261;GO:0006812;GO:0005216;GO:0006811
comp17859_c0_seq1	GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0008076;GO:0015269;GO:0005261;GO:0006812;GO:0005216;GO:0006811
comp17863_c0_seq1	GO:0006633;GO:0050080
comp17867_c0_seq1	GO:0009168;GO:0019239;GO:0004000;GO:0046936
comp17872_c0_seq1	GO:0006564;GO:0016616;GO:0030267;GO:0016618
comp17877_c0_seq1	GO:0005509;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
comp17879_c0_seq1	GO:0003993;GO:0004446
comp1788_c0_seq1	GO:0003676
comp17883_c0_seq1	GO:0004872
comp17883_c0_seq1	GO:0004872
comp17888_c0_seq1	GO:0007242
comp17896_c0_seq1	GO:0016021
comp17897_c0_seq1	GO:0005515;GO:0003774;GO:0005200;GO:0005884
comp179_c0_seq1	GO:0015986;GO:0016020;GO:0016469;GO:0046933;GO:0046961;GO:0003936
comp1790_c0_seq1	GO:0006520;GO:0008483;GO:0003824;GO:0009058;GO:0016769;GO:0004069
comp17900_c0_seq1	GO:0016251
comp17906_c0_seq1	GO:0004871;GO:0005576;GO:0007223;GO:0007275
comp17912_c0_seq1	GO:0004653
comp17915_c0_seq1	GO:0003779;GO:0016043
comp17915_c0_seq1	GO:0003779;GO:0016043
comp17916_c0_seq1	GO:0005856;GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
comp17918_c0_seq1	GO:0005525;GO:0006412;GO:0003746;GO:0006414
comp17922_c0_seq1	GO:0005515
comp17923_c0_seq1	GO:0005515;GO:0007165;GO:0004715
comp17927_c0_seq1	GO:0018024;GO:0040029;GO:0016570
comp1793_c0_seq1	GO:0000287;GO:0008152;GO:0016462;GO:0004427;GO:0005737
comp17931_c0_seq1	GO:0015031;GO:0016021
comp17935_c0_seq1	GO:0004222;GO:0004249;GO:0008133;GO:0008319;GO:0030402
comp17941_c0_seq1	GO:0004197;GO:0004221;GO:0006511;GO:0007268;GO:0048167
comp17946_c0_seq1	GO:0005576
comp17949_c0_seq1	GO:0003950
comp1795_c0_seq1	GO:0009703
comp17954_c0_seq1	GO:0000026
comp17958_c0_seq1	GO:0005525;GO:0005737;GO:0005198;GO:0005874;GO:0007018;GO:0003924;GO:0043234;GO:0051258
comp1796_c0_seq1	GO:0003774;GO:0016459
comp17960_c0_seq1	GO:0005509
comp17960_c0_seq1	GO:0005509
comp17962_c0_seq1	GO:0003677;GO:0006355
comp17964_c0_seq1	GO:0005261;GO:0006812;GO:0016020;GO:0005262;GO:0006816;GO:0005216;GO:0006811;GO:0007600
comp17964_c0_seq1	GO:0005261;GO:0006812;GO:0016020;GO:0005262;GO:0006816;GO:0005216;GO:0006811;GO:0007600
comp17967_c0_seq1	GO:0005215;GO:0006857;GO:0016020
comp1797_c0_seq1	GO:0003779;GO:0008091
comp1798_c0_seq1	GO:0000036;GO:0006633;GO:0031177;GO:0048037;GO:0008137;GO:0003954
comp1798_c0_seq1	GO:0000036;GO:0006633;GO:0031177;GO:0048037;GO:0008137;GO:0003954
comp1798_c0_seq1	GO:0000036;GO:0006633;GO:0031177;GO:0048037;GO:0008137;GO:0003954
comp17980_c0_seq1	GO:0003676
comp17983_c0_seq1	GO:0005515;GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0009719;GO:0005164;GO:0033209;GO:0010992
comp1799_c0_seq1	GO:0004322
comp17993_c0_seq1	GO:0004197;GO:0004221;GO:0006511;GO:0007268;GO:0048167
comp17994_c0_seq1	GO:0004190;GO:0006508
comp17999_c0_seq1	GO:0005198
comp18_c0_seq1	GO:0006464
comp1800_c0_seq1	GO:0005525;GO:0007264;GO:0006886;GO:0000160;GO:0003677;GO:0006355;GO:0015031;GO:0003924;GO:0003925
comp1800_c0_seq1	GO:0005525;GO:0007264;GO:0006886;GO:0000160;GO:0003677;GO:0006355;GO:0015031;GO:0003924;GO:0003925
comp18001_c0_seq1	GO:0008270;GO:0016491;GO:0003960
comp18003_c0_seq1	GO:0004114;GO:0007165;GO:0003824;GO:0051342
comp18006_c0_seq1	GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077
comp18013_c0_seq1	GO:0008152;GO:0016491;GO:0016404
comp18014_c0_seq1	GO:0006118
comp18015_c0_seq1	GO:0004735;GO:0006561
comp1802_c0_seq1	GO:0007242
comp18021_c0_seq1	GO:0006886;GO:0030125;GO:0007268
comp18022_c0_seq1	GO:0006412
comp18026_c0_seq1	GO:0005554;GO:0005783
comp18027_c0_seq1	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004715
comp18029_c0_seq1	GO:0003774;GO:0005524;GO:0016459
comp18034_c0_seq1	GO:0005515;GO:0005249;GO:0006813;GO:0008076;GO:0016020
comp18038_c0_seq1	GO:0007155;GO:0005529;GO:0002226;GO:0001867
comp18038_c0_seq1	GO:0007155;GO:0005529;GO:0002226;GO:0001867
comp18040_c0_seq1	GO:0008152;GO:0005529;GO:0005975;GO:0004360
comp18041_c0_seq1	GO:0005515;GO:0007165
comp1805_c0_seq1	GO:0003824;GO:0008152
comp1806_c0_seq1	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
comp18062_c0_seq1	GO:0005525
comp18063_c0_seq1	GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077
comp18066_c0_seq1	GO:0003676;GO:0005634;GO:0008270
comp18067_c0_seq1	GO:0004597
comp18067_c0_seq1	GO:0004597
comp1807_c0_seq1	GO:0005044;GO:0016020
comp18080_c0_seq1	GO:0006904;GO:0016192
comp18082_c0_seq1	GO:0008193
comp18083_c0_seq1	GO:0016020
comp18092_c0_seq1	GO:0008757;GO:0008168
comp18095_c0_seq1	GO:0002226;GO:0045824
comp18096_c0_seq1	GO:0004197;GO:0004221;GO:0006511
comp181_c0_seq1	GO:0003723;GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0042254
comp1810_c0_seq1	GO:0003779
comp18104_c0_seq1	GO:0005622;GO:0007165;GO:0005515
comp1811_c0_seq1	GO:0050113
comp18112_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
comp18113_c0_seq1	GO:0005388
comp18116_c0_seq1	GO:0003676;GO:0005524;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
comp18118_c0_seq1	GO:0004114;GO:0007165;GO:0051342
comp18126_c0_seq1	GO:0005525;GO:0007264;GO:0015031
comp18127_c0_seq1	GO:0002226;GO:0009682
comp18128_c0_seq1	GO:0006508;GO:0008237;GO:0004226
comp18132_c0_seq1	GO:0004733;GO:0008615
comp18138_c0_seq1	GO:0003677;GO:0005524;GO:0006270;GO:0008094;GO:0000166;GO:0017111;GO:0005634;GO:0004003;GO:0004004;GO:0008026;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
comp1814_c0_seq1	GO:0005634;GO:0042254;GO:0006412
comp18146_c0_seq1	GO:0008146;GO:0008467;GO:0033872
comp18147_c0_seq1	GO:0043087
comp1815_c0_seq1	GO:0000166;GO:0017111;GO:0005524;GO:0005634;GO:0005737;GO:0016787;GO:0030163;GO:0004298;GO:0004299;GO:0043248
comp18161_c0_seq1	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0015934;GO:0005762;GO:0022625
comp18165_c0_seq1	GO:0004812;GO:0005524;GO:0006418
comp18167_c0_seq1	GO:0001584;GO:0007186;GO:0016021;GO:0004930;GO:0016020
comp18169_c0_seq1	GO:0005554;GO:0006412
comp1817_c0_seq1	GO:0003824;GO:0006629;GO:0006886;GO:0008565;GO:0016020
comp18171_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0004700
comp18172_c0_seq1	GO:0004222;GO:0004249;GO:0008133;GO:0008319;GO:0030402
comp18173_c0_seq1	GO:0031214
comp18174_c0_seq1	GO:0006118;GO:0016491
comp1818_c0_seq1	GO:0005332;GO:0007268
comp18180_c0_seq1	GO:0005507;GO:0046872
comp18181_c0_seq1	GO:0004888;GO:0016020
comp18185_c0_seq1	GO:0009607;GO:0009966
comp18187_c0_seq1	GO:0005007
comp18190_c0_seq1	GO:0004289;GO:0006508;GO:0000166;GO:0017111
comp18191_c0_seq1	GO:0003676;GO:0003743;GO:0006412
comp18196_c0_seq1	GO:0003725;GO:0005622;GO:0003723;GO:0004000;GO:0006396;GO:0016810;GO:0003886;GO:0040029;GO:0006306
comp18201_c0_seq1	GO:0003777;GO:0005524;GO:0005875;GO:0007018
comp18206_c0_seq1	GO:0004437;GO:0008441;GO:0004441
comp18207_c0_seq1	GO:0019153
comp18208_c0_seq1	GO:0005509
comp18225_c0_seq1	GO:0005643;GO:0006810
comp18225_c0_seq1	GO:0005643;GO:0006810
comp18230_c0_seq1	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
comp18233_c0_seq1	GO:0005261;GO:0006812;GO:0016020;GO:0007600
comp18233_c0_seq1	GO:0005261;GO:0006812;GO:0016020;GO:0007600
comp18234_c0_seq1	GO:0016021;GO:0007601
comp18236_c0_seq1	GO:0001584;GO:0007186;GO:0016021;GO:0004969;GO:0031808
comp18237_c0_seq1	GO:0005524;GO:0005554;GO:0047756
comp18241_c0_seq1	GO:0016020;GO:0050508;GO:0050509
comp18241_c0_seq1	GO:0016020;GO:0050508;GO:0050509
comp18241_c0_seq1	GO:0016020;GO:0050508;GO:0050509
comp18249_c0_seq1	GO:0047372
comp18251_c0_seq1	GO:0004867;GO:0004672;GO:0005524;GO:0006468;GO:0004674;GO:0004713;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0006412
comp18253_c0_seq1	GO:0004565;GO:0005975;GO:0009341
comp1826_c0_seq1	GO:0005529;GO:0016020;GO:0016524
comp18269_c0_seq1	GO:0005515;GO:0007165
comp1827_c0_seq1	GO:0004888;GO:0016020;GO:0002226;GO:0009682
comp18272_c0_seq1	GO:0004721;GO:0006470;GO:0004725;GO:0004437;GO:0046839;GO:0001668;GO:0008138;GO:0008252;GO:0008330;GO:0008579;GO:0008969;GO:0016312;GO:0016791;GO:0017017;GO:0017161;GO:0019175;GO:0019178;GO:0019198;GO:0030351;GO:0030352;GO:0042576
comp18272_c0_seq1	GO:0004721;GO:0006470;GO:0004725;GO:0004437;GO:0046839;GO:0001668;GO:0008138;GO:0008252;GO:0008330;GO:0008579;GO:0008969;GO:0016312;GO:0016791;GO:0017017;GO:0017161;GO:0019175;GO:0019178;GO:0019198;GO:0030351;GO:0030352;GO:0042576
comp18274_c0_seq1	GO:0005506;GO:0016216;GO:0017000
comp18276_c0_seq1	GO:0007242
comp18279_c0_seq1	GO:0004888;GO:0007275;GO:0016020
comp18281_c0_seq1	GO:0003677;GO:0006306;GO:0008170;GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
comp18284_c0_seq1	GO:0005576;GO:0006030;GO:0008061
comp18286_c0_seq1	GO:0005267;GO:0006813;GO:0016020;GO:0005242
comp18287_c0_seq1	GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0002226;GO:0001867
comp18287_c0_seq1	GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0002226;GO:0001867
comp18288_c0_seq1	GO:0005524;GO:0005694;GO:0051276;GO:0016887;GO:0005515;GO:0008570
comp18288_c0_seq1	GO:0005524;GO:0005694;GO:0051276;GO:0016887;GO:0005515;GO:0008570
comp18292_c0_seq1	GO:0002226;GO:0001867
comp18292_c0_seq1	GO:0002226;GO:0001867
comp18296_c0_seq1	GO:0016491;GO:0008336
comp18297_c0_seq1	GO:0019135
comp18298_c0_seq1	GO:0006071;GO:0008889
comp183_c0_seq1	GO:0005529;GO:0002226;GO:0001867
comp183_c0_seq1	GO:0005529;GO:0002226;GO:0001867
comp18302_c0_seq1	GO:0016021;GO:0047751
comp18306_c0_seq1	GO:0003676;GO:0000151;GO:0004842;GO:0008270;GO:0016567
comp1831_c0_seq1	GO:0004725;GO:0006470;GO:0004721;GO:0004727;GO:0005001
comp18315_c0_seq1	GO:0005634;GO:0007275
comp18318_c0_seq1	GO:0004869;GO:0008270;GO:0004842;GO:0005622;GO:0006464;GO:0006512;GO:0010992
comp18320_c0_seq1	GO:0046872;GO:0010992
comp18324_c0_seq1	GO:0008067;GO:0016020;GO:0004930;GO:0001641;GO:0007600
comp18324_c0_seq1	GO:0008067;GO:0016020;GO:0004930;GO:0001641;GO:0007600
comp18328_c0_seq1	GO:0003700;GO:0005634;GO:0006355
comp18329_c0_seq1	GO:0006412
comp18335_c0_seq1	GO:0005622;GO:0008270;GO:0010992
comp18339_c0_seq1	GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0000810;GO:0004787;GO:0008722;GO:0008758;GO:0008796;GO:0008828;GO:0016462;GO:0016818;GO:0019176;GO:0019177;GO:0003887;GO:0003889;GO:0003890;GO:0003891;GO:0003893;GO:0003894;GO:0003895;GO:0015999;GO:0016000;GO:0016448;GO:0016449;GO:0016450;GO:0016451;GO:0016452;GO:0019984
comp1834_c0_seq1	GO:0004560;GO:0005975
comp18341_c0_seq1	GO:0003883;GO:0006221
comp18342_c0_seq1	GO:0004067;GO:0006520;GO:0004622;GO:0004359
comp18343_c0_seq1	GO:0002226;GO:0042381
comp18343_c0_seq1	GO:0002226;GO:0042381
comp18346_c0_seq1	GO:0005489;GO:0006118;GO:0016972
comp18359_c0_seq1	GO:0004872;GO:0004252;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808
comp18371_c0_seq1	GO:0006118;GO:0004497
comp18375_c0_seq1	GO:0003700;GO:0005634;GO:0006355;GO:0005669;GO:0006352;GO:0016986;GO:0016251;GO:0006366
comp18377_c0_seq1	GO:0003677;GO:0005524;GO:0006270;GO:0008094;GO:0000166;GO:0017111;GO:0005634;GO:0004003;GO:0004004;GO:0008026;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626;GO:0042555;GO:0051301
comp18381_c0_seq1	GO:0006508;GO:0008237;GO:0008270;GO:0004597;GO:0018193;GO:0030176
comp18384_c0_seq1	GO:0004871;GO:0005834;GO:0007186
comp18392_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004684;GO:0004685;GO:0005954;GO:0007268;GO:0048167
comp18394_c0_seq1	GO:0004558;GO:0004339
comp184_c0_seq1	GO:0003700;GO:0005634;GO:0006355;GO:0003677
comp18402_c0_seq1	GO:0007155
comp18403_c0_seq1	GO:0005215;GO:0006810;GO:0008021;GO:0016020;GO:0003899;GO:0007268
comp18403_c0_seq1	GO:0005215;GO:0006810;GO:0008021;GO:0016020;GO:0003899;GO:0007268
comp1841_c0_seq1	GO:0005351;GO:0008643;GO:0016020;GO:0005215;GO:0006810;GO:0016021;GO:0008733;GO:0005355
comp18410_c0_seq1	GO:0005215;GO:0006810;GO:0016020;GO:0005307
comp18412_c0_seq1	GO:0015992;GO:0016020;GO:0016469;GO:0016820;GO:0004842;GO:0006512
comp1842_c0_seq1	GO:0007155;GO:0002226;GO:0042381
comp1842_c0_seq1	GO:0007155;GO:0002226;GO:0042381
comp18424_c0_seq1	GO:0002226;GO:0001867
comp18424_c0_seq1	GO:0002226;GO:0001867
comp18425_c0_seq1	GO:0003676;GO:0005622;GO:0003725
comp1843_c0_seq1	GO:0017127
comp18430_c0_seq1	GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992
comp18433_c0_seq1	GO:0005515
comp18435_c0_seq1	GO:0000087;GO:0004725;GO:0005622;GO:0006470;GO:0051301
comp18439_c0_seq1	GO:0004888;GO:0007596;GO:0016020;GO:0005509
comp1844_c0_seq1	GO:0016020;GO:0006886;GO:0008565
comp18441_c0_seq1	GO:0004176;GO:0004252;GO:0006508
comp18445_c0_seq1	GO:0007242
comp18445_c0_seq1	GO:0007242
comp18445_c0_seq1	GO:0007242
comp18446_c0_seq1	GO:0004114;GO:0007165;GO:0003824;GO:0051342;GO:0047555
comp18449_c0_seq1	GO:0004840;GO:0006464;GO:0006512;GO:0004842;GO:0010992
comp18450_c0_seq1	GO:0004725;GO:0006470;GO:0004721;GO:0004727;GO:0005001
comp18453_c0_seq1	GO:0005488;GO:0006810;GO:0016020;GO:0005743;GO:0015207
comp18455_c0_seq1	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
comp18457_c0_seq1	GO:0003676
comp18461_c0_seq1	GO:0003854;GO:0006694;GO:0000252;GO:0047012;GO:0000253;GO:0004448;GO:0004495;GO:0008875;GO:0016229;GO:0016616;GO:0018451;GO:0018452;GO:0018453;GO:0048258
comp18461_c0_seq1	GO:0003854;GO:0006694;GO:0000252;GO:0047012;GO:0000253;GO:0004448;GO:0004495;GO:0008875;GO:0016229;GO:0016616;GO:0018451;GO:0018452;GO:0018453;GO:0048258
comp18462_c0_seq1	GO:0007155
comp18466_c0_seq1	GO:0005198
comp18467_c0_seq1	GO:0005215;GO:0006810;GO:0016020;GO:0008514
comp18468_c0_seq1	GO:0008146;GO:0004393
comp1847_c0_seq1	GO:0004298;GO:0004299;GO:0030163;GO:0043248
comp18472_c0_seq1	GO:0003913;GO:0006281;GO:0003904
comp18472_c0_seq1	GO:0003913;GO:0006281;GO:0003904
comp18476_c0_seq1	GO:0004289;GO:0006508;GO:0004252;GO:0008132;GO:0008243;GO:0008991;GO:0016808
comp18477_c0_seq1	GO:0005007
comp18477_c0_seq1	GO:0005007
comp18479_c0_seq1	GO:0003676;GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
comp18491_c0_seq1	GO:0003684;GO:0006281;GO:0004527;GO:0005634
comp18491_c0_seq1	GO:0003684;GO:0006281;GO:0004527;GO:0005634
comp18498_c0_seq1	GO:0003676
comp185_c0_seq1	GO:0004096;GO:0006118;GO:0006979;GO:0006950
comp18504_c0_seq1	GO:0004842;GO:0005622;GO:0006464;GO:0006512;GO:0008766;GO:0016881;GO:0018169;GO:0010992
comp18505_c0_seq1	GO:0005509;GO:0007156;GO:0016020
comp18507_c0_seq1	GO:0007600
comp18507_c0_seq1	GO:0007600
comp18512_c0_seq1	GO:0005524;GO:0006812;GO:0015662;GO:0016020;GO:0003824;GO:0008152;GO:0016021;GO:0016887;GO:0004012
comp1852_c0_seq1	GO:0006412
comp18521_c0_seq1	GO:0004339
comp18524_c0_seq1	GO:0003824;GO:0006629;GO:0006886;GO:0008565;GO:0016020;GO:0004806
comp18525_c0_seq1	GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0008076;GO:0005261;GO:0006812;GO:0005216;GO:0006811;GO:0007268
comp18526_c0_seq1	GO:0004418;GO:0006779
comp18528_c0_seq1	GO:0004289;GO:0006508;GO:0000166;GO:0017111
comp1853_c0_seq1	GO:0003700;GO:0005634;GO:0006355;GO:0003677
comp18532_c0_seq1	GO:0008570
comp18534_c0_seq1	GO:0005515
comp18536_c0_seq1	GO:0003700;GO:0005634;GO:0006355
comp18540_c0_seq1	GO:0003677;GO:0005634;GO:0006310;GO:0015074
comp18543_c0_seq1	GO:0005554;GO:0004289;GO:0006508;GO:0003676
comp18547_c0_seq1	GO:0003677;GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0000810;GO:0004787;GO:0008722;GO:0008758;GO:0008796;GO:0008828;GO:0016462;GO:0016818;GO:0019176;GO:0019177;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
comp1855_c0_seq1	GO:0003869
comp18556_c0_seq1	GO:0006412
comp18558_c0_seq1	GO:0005215;GO:0006810;GO:0016021
comp18565_c0_seq1	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0005762;GO:0022625
comp18566_c0_seq1	GO:0003677;GO:0005634;GO:0004578
comp18572_c0_seq1	GO:0005261;GO:0006812;GO:0016020;GO:0005216;GO:0006811;GO:0007600
comp18575_c0_seq1	GO:0003677;GO:0004527;GO:0005622;GO:0004518;GO:0016788;GO:0042578
comp18580_c0_seq1	GO:0004623;GO:0005509;GO:0016042
comp1859_c0_seq1	GO:0016301;GO:0016772;GO:0004111
comp18595_c0_seq1	GO:0016020;GO:0030154;GO:0005509;GO:0016021
comp18597_c0_seq1	GO:0004839;GO:0006464;GO:0006512;GO:0003824;GO:0004842
