gene_id	GO.IDs
comp34382_c0_seq1	GO:0004182;GO:0006508;GO:0016706;GO:0019538;GO:0040029;GO:0016570
comp3439_c0_seq1	GO:0003677;GO:0005634;GO:0006355;GO:0008140
comp34391_c0_seq1	GO:0008757;GO:0008152;GO:0016779;GO:0003983;GO:0016274
comp34396_c0_seq1	GO:0031214
comp3440_c0_seq1	GO:0004489
comp34403_c0_seq1	GO:0008152;GO:0008111
comp34407_c0_seq1	GO:0008067;GO:0016020;GO:0004965;GO:0007600
comp34407_c0_seq1	GO:0008067;GO:0016020;GO:0004965;GO:0007600
comp34407_c0_seq1	GO:0008067;GO:0016020;GO:0004965;GO:0007600
comp34409_c0_seq1	GO:0003677;GO:0004003;GO:0006303;GO:0005634
comp34415_c0_seq1	GO:0016021;GO:0008273
comp34415_c0_seq1	GO:0016021;GO:0008273
comp34423_c0_seq1	GO:0010992
comp3443_c0_seq1	GO:0004497;GO:0006118;GO:0016491;GO:0008131;GO:0004041
comp34433_c0_seq1	GO:0006388;GO:0016772
comp34435_c0_seq1	GO:0048045
comp3444_c0_seq1	GO:0005578;GO:0008191
comp34441_c0_seq1	GO:0004620;GO:0009395
comp34442_c0_seq1	GO:0016207
comp34449_c0_seq1	GO:0003677;GO:0006355
comp3446_c0_seq1	GO:0000045;GO:0005737;GO:0006914
comp34464_c0_seq1	GO:0008270;GO:0016491;GO:0008743;GO:0003939
comp34466_c0_seq1	GO:0004197;GO:0006508
comp34474_c0_seq1	GO:0006950;GO:0033554;GO:0061077
comp3449_c0_seq1	GO:0005524;GO:0015662;GO:0015992;GO:0016020;GO:0006812;GO:0003824;GO:0008152;GO:0005388;GO:0006816;GO:0016021;GO:0016820
comp34493_c0_seq1	GO:0003824;GO:0008152;GO:0004160
comp34497_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
comp34504_c0_seq1	GO:0005622;GO:0008270;GO:0010992
comp34507_c0_seq1	GO:0003723;GO:0004525;GO:0006396;GO:0003725;GO:0005622
comp34508_c0_seq1	GO:0000158;GO:0004721;GO:0004723;GO:0004724;GO:0005963;GO:0008420;GO:0008597;GO:0015071;GO:0017018;GO:0017020;GO:0017023;GO:0030357
comp3451_c0_seq1	GO:0008152;GO:0016491;GO:0004303;GO:0034821;GO:0034822
comp34512_c0_seq1	GO:0005261;GO:0006812;GO:0016020;GO:0007600
comp34513_c0_seq1	GO:0005515;GO:0005524;GO:0044267
comp34526_c0_seq1	GO:0003676;GO:0050265
comp34528_c0_seq1	GO:0004565;GO:0005975;GO:0009341
comp3453_c0_seq1	GO:0002226;GO:0009682
comp34531_c0_seq1	GO:0005279;GO:0006865;GO:0016020;GO:0006810
comp34534_c0_seq1	GO:0004559;GO:0005975
comp34535_c0_seq1	GO:0003910;GO:0005524;GO:0006260;GO:0006281;GO:0006310;GO:0003677;GO:0005634
comp3454_c0_seq1	GO:0003677;GO:0003700;GO:0005634;GO:0006355;GO:0008140
comp34540_c0_seq1	GO:0005261;GO:0006812;GO:0016020;GO:0005262;GO:0006816;GO:0005216;GO:0006811;GO:0007600
comp34540_c0_seq1	GO:0005261;GO:0006812;GO:0016020;GO:0005262;GO:0006816;GO:0005216;GO:0006811;GO:0007600
comp34546_c0_seq1	GO:0008270;GO:0016491;GO:0003960
comp34551_c0_seq1	GO:0006118;GO:0004497;GO:0050381
comp3456_c0_seq1	GO:0005576
comp34560_c0_seq1	GO:0006118;GO:0004497;GO:0050381
comp34566_c0_seq1	GO:0001584;GO:0007186;GO:0016021;GO:0004983;GO:0004993
comp3457_c0_seq1	GO:0005509
comp34571_c0_seq1	GO:0003913;GO:0006281;GO:0003904
comp34571_c0_seq1	GO:0003913;GO:0006281;GO:0003904
comp3458_c0_seq1	GO:0003824
comp34582_c0_seq1	GO:0002226;GO:0001867
comp34582_c0_seq1	GO:0002226;GO:0001867
comp34596_c0_seq1	GO:0005215;GO:0006810;GO:0016021
comp346_c0_seq1	GO:0015986;GO:0016021;GO:0016469;GO:0046933;GO:0046961;GO:0016020;GO:0003936
comp3460_c0_seq1	GO:0005007
comp34606_c0_seq1	GO:0008152;GO:0016787;GO:0003824;GO:0008967
comp3461_c0_seq1	GO:0005743;GO:0006118;GO:0016651;GO:0008137;GO:0003954
comp34615_c0_seq1	GO:0006952;GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0005509
comp34616_c0_seq1	GO:0005634;GO:0030528;GO:0045449;GO:0016251;GO:0040029;GO:0016570
comp34622_c0_seq1	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
comp34628_c0_seq1	GO:0008158;GO:0016020
comp34635_c0_seq1	GO:0003700;GO:0005634;GO:0006355;GO:0004339;GO:0040029;GO:0016570
comp34657_c0_seq1	GO:0005215;GO:0006810;GO:0016020
comp34660_c0_seq1	GO:0006118;GO:0005509
comp34665_c0_seq1	GO:0004179;GO:0006508;GO:0008237;GO:0008270;GO:0004230
comp34665_c0_seq1	GO:0004179;GO:0006508;GO:0008237;GO:0008270;GO:0004230
comp3467_c0_seq1	GO:0008152;GO:0016491;GO:0051341
comp34675_c0_seq1	GO:0008067;GO:0016020;GO:0007600
comp34675_c0_seq1	GO:0008067;GO:0016020;GO:0007600
comp34686_c0_seq1	GO:0006281
comp34687_c0_seq1	GO:0010992
comp3469_c0_seq1	GO:0008152;GO:0016491
comp3469_c0_seq1	GO:0008152;GO:0016491
comp34690_c0_seq1	GO:0004197;GO:0004221;GO:0006511;GO:0007268;GO:0048167
comp347_c0_seq1	GO:0016020;GO:0016337
comp34704_c0_seq1	GO:0006470;GO:0008138;GO:0004721
comp34705_c0_seq1	GO:0003677;GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0000810;GO:0004787;GO:0008722;GO:0008758;GO:0008796;GO:0008828;GO:0016462;GO:0016818;GO:0019176;GO:0019177;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
comp34705_c0_seq1	GO:0003677;GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0000810;GO:0004787;GO:0008722;GO:0008758;GO:0008796;GO:0008828;GO:0016462;GO:0016818;GO:0019176;GO:0019177;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
comp34706_c0_seq1	GO:0005489;GO:0006118;GO:0046872
comp34708_c0_seq1	GO:0001584;GO:0007186;GO:0016021;GO:0004977
comp3472_c0_seq1	GO:0031214
comp34727_c0_seq1	GO:0004190;GO:0006508
comp34736_c0_seq1	GO:0007218;GO:0016020
comp34736_c0_seq1	GO:0007218;GO:0016020
comp34740_c0_seq1	GO:0000166;GO:0017111
comp3475_c0_seq1	GO:0005509
comp3475_c0_seq1	GO:0005509
comp34764_c0_seq1	GO:0005215;GO:0006810;GO:0008021;GO:0016020;GO:0008470;GO:0007268
comp34764_c0_seq1	GO:0005215;GO:0006810;GO:0008021;GO:0016020;GO:0008470;GO:0007268
comp34784_c0_seq1	GO:0004407;GO:0040029;GO:0016570
comp34801_c0_seq1	GO:0004312
comp34805_c0_seq1	GO:0004889;GO:0005216;GO:0006811;GO:0016021;GO:0045211;GO:0016020;GO:0030594;GO:0005230;GO:0006810;GO:0015464
comp34829_c0_seq1	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
comp34837_c0_seq1	GO:0004806;GO:0006629;GO:0003824
comp34837_c0_seq1	GO:0004806;GO:0006629;GO:0003824
comp34837_c0_seq1	GO:0004806;GO:0006629;GO:0003824
comp3485_c0_seq1	GO:0006465;GO:0006508;GO:0008233;GO:0016020;GO:0008236;GO:0008234
comp3487_c0_seq1	GO:0004888;GO:0007275;GO:0016020;GO:0004926;GO:0007166;GO:0004930
comp34877_c0_seq1	GO:0001584;GO:0007186;GO:0016021;GO:0004983;GO:0005489;GO:0005507;GO:0006118;GO:0004969;GO:0031808
comp34885_c0_seq1	GO:0005515
comp3489_c0_seq1	GO:0005198;GO:0007155;GO:0015629;GO:0045296
comp34890_c0_seq1	GO:0016020
comp3490_c0_seq1	GO:0002226;GO:0001867
comp3490_c0_seq1	GO:0002226;GO:0001867
comp34901_c0_seq1	GO:0003810;GO:0002226;GO:0001867
comp34901_c0_seq1	GO:0003810;GO:0002226;GO:0001867
comp34904_c0_seq1	GO:0003824;GO:0008152;GO:0003996;GO:0004774;GO:0015645;GO:0016878;GO:0018853;GO:0018854;GO:0018855;GO:0018856;GO:0018857;GO:0016207;GO:0004467;GO:0015245
comp3491_c0_seq1	GO:0007155;GO:0002226;GO:0042381
comp3491_c0_seq1	GO:0007155;GO:0002226;GO:0042381
comp3491_c0_seq1	GO:0007155;GO:0002226;GO:0042381
comp3491_c0_seq1	GO:0007155;GO:0002226;GO:0042381
comp3491_c0_seq1	GO:0007155;GO:0002226;GO:0042381
comp3491_c0_seq1	GO:0007155;GO:0002226;GO:0042381
comp3491_c0_seq1	GO:0007155;GO:0002226;GO:0042381
comp3491_c0_seq1	GO:0007155;GO:0002226;GO:0042381
comp3491_c0_seq1	GO:0007155;GO:0002226;GO:0042381
comp3491_c0_seq1	GO:0007155;GO:0002226;GO:0042381
comp3491_c0_seq1	GO:0007155;GO:0002226;GO:0042381
comp3491_c0_seq1	GO:0007155;GO:0002226;GO:0042381
comp3491_c0_seq1	GO:0007155;GO:0002226;GO:0042381
comp3491_c0_seq1	GO:0007155;GO:0002226;GO:0042381
comp3491_c0_seq1	GO:0007155;GO:0002226;GO:0042381
comp3491_c0_seq1	GO:0007155;GO:0002226;GO:0042381
comp34915_c0_seq1	GO:0004519;GO:0006281;GO:0004518;GO:0016788;GO:0042578
comp3492_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004674
comp34926_c0_seq1	GO:0005622;GO:0008270;GO:0010992
comp34938_c0_seq1	GO:0005509;GO:0007156;GO:0016020
comp3494_c0_seq1	GO:0003847
comp34941_c0_seq1	GO:0005215;GO:0006810;GO:0016020
comp34944_c0_seq1	GO:0000786;GO:0003677;GO:0005634;GO:0006334;GO:0007001
comp3495_c0_seq1	GO:0008270
comp3495_c0_seq1	GO:0008270
comp34960_c0_seq1	GO:0009058;GO:0016769;GO:0004021
comp34961_c0_seq1	GO:0002226;GO:0045824
comp34984_c0_seq1	GO:0004930;GO:0016020;GO:0005737;GO:0006817
comp34984_c0_seq1	GO:0004930;GO:0016020;GO:0005737;GO:0006817
comp34984_c1_seq1	GO:0004930;GO:0016020;GO:0005737;GO:0006817
comp34988_c0_seq1	GO:0015297;GO:0015238
comp34998_c0_seq1	GO:0003676;GO:0005634;GO:0008270
comp35_c0_seq1	GO:0005509;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
comp350_c0_seq1	GO:0005525;GO:0007264;GO:0015031;GO:0006886
comp35019_c0_seq1	GO:0008270
comp3502_c0_seq1	GO:0003676;GO:0005634;GO:0008270
comp35025_c0_seq1	GO:0016020
comp35031_c0_seq1	GO:0016021;GO:0008273
comp35031_c0_seq1	GO:0016021;GO:0008273
comp35032_c0_seq1	GO:0030163;GO:0043248
comp3504_c0_seq1	GO:0003824;GO:0003990
comp35044_c0_seq1	GO:0015101;GO:0015226
comp3508_c0_seq1	GO:0004402
comp35083_c0_seq1	GO:0010992
comp35086_c0_seq1	GO:0001584;GO:0007186;GO:0016021;GO:0004983
comp35094_c0_seq1	GO:0006118;GO:0016491;GO:0004128
comp35094_c0_seq1	GO:0006118;GO:0016491;GO:0004128
comp35097_c0_seq1	GO:0047220
comp351_c0_seq1	GO:0002226;GO:0009682
comp35101_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0005515;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
comp3511_c0_seq1	GO:0016773;GO:0004430
comp3511_c0_seq1	GO:0016773;GO:0004430
comp35110_c0_seq1	GO:0004089;GO:0008270;GO:0015976;GO:0031214
comp35113_c0_seq1	GO:0016020;GO:0030154;GO:0005509;GO:0016021
comp35121_c0_seq1	GO:0005261;GO:0006812;GO:0016020;GO:0005216;GO:0006811;GO:0007600
comp35121_c0_seq1	GO:0005261;GO:0006812;GO:0016020;GO:0005216;GO:0006811;GO:0007600
comp35124_c0_seq1	GO:0003824;GO:0008152;GO:0003987;GO:0047760
comp35128_c0_seq1	GO:0007242
comp35133_c0_seq1	GO:0007155;GO:0016020;GO:0007600
comp35139_c0_seq1	GO:0048045
comp35145_c0_seq1	GO:0003676
comp35165_c0_seq1	GO:0004869;GO:0005338;GO:0015780;GO:0016021;GO:0000139;GO:0005351;GO:0008643
comp3517_c0_seq1	GO:0005856;GO:0005737;GO:0008092;GO:0016020
comp35173_c0_seq1	GO:0003677;GO:0005634
comp35191_c0_seq1	GO:0003676
comp35197_c0_seq1	GO:0005515;GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0008076;GO:0005261;GO:0006812;GO:0005216;GO:0006811;GO:0007268
comp3520_c0_seq1	GO:0016021
comp35201_c0_seq1	GO:0005515;GO:0042981
comp3521_c0_seq1	GO:0005515;GO:0003774;GO:0005200;GO:0005884
comp3522_c0_seq1	GO:0003824;GO:0006629;GO:0016789;GO:0004806;GO:0004771
comp35222_c0_seq1	GO:0000015;GO:0004634;GO:0006096
comp35226_c0_seq1	GO:0051301
comp35226_c0_seq1	GO:0051301
comp35240_c0_seq1	GO:0016905;GO:0016251
comp35242_c0_seq1	GO:0005515;GO:0005737;GO:0007268
comp35242_c0_seq1	GO:0005515;GO:0005737;GO:0007268
comp35243_c0_seq1	GO:0005622;GO:0008270;GO:0005529;GO:0000151;GO:0004842;GO:0016567;GO:0010992
comp3525_c0_seq1	GO:0005525
comp3526_c0_seq1	GO:0003700;GO:0005634;GO:0006355;GO:0003677
comp35260_c0_seq1	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
comp35262_c0_seq1	GO:0010992
comp35267_c0_seq1	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
comp35268_c0_seq1	GO:0005261;GO:0006812;GO:0016020;GO:0005509;GO:0005216;GO:0006811
comp35268_c0_seq1	GO:0005261;GO:0006812;GO:0016020;GO:0005509;GO:0005216;GO:0006811
comp35269_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004685;GO:0007268;GO:0048167
comp35275_c0_seq1	GO:0003899;GO:0003900;GO:0003901;GO:0003902;GO:0006366
comp35285_c0_seq1	GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992
comp35287_c0_seq1	GO:0003700;GO:0005634;GO:0006355
comp3529_c0_seq1	GO:0030163;GO:0043248
comp3529_c0_seq1	GO:0030163;GO:0043248
comp3529_c0_seq1	GO:0030163;GO:0043248
comp35291_c0_seq1	GO:0005515;GO:0005525;GO:0007264;GO:0015031
comp35295_c0_seq1	GO:0003677;GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0006355;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
comp35312_c0_seq1	GO:0004558;GO:0004339
comp35313_c0_seq1	GO:0003774;GO:0005524;GO:0016459
comp35324_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0005215;GO:0006810;GO:0016021;GO:0015101;GO:0015226
comp35326_c0_seq1	GO:0006281
comp3533_c0_seq1	GO:0004888;GO:0007275;GO:0016020;GO:0004926;GO:0007166;GO:0004930
comp35333_c0_seq1	GO:0004620;GO:0009395;GO:0004623
comp35334_c0_seq1	GO:0004812;GO:0005524;GO:0006418;GO:0005247;GO:0006821;GO:0016020
comp35359_c0_seq1	GO:0005003
comp3536_c0_seq1	GO:0004048;GO:0004449
comp35364_c0_seq1	GO:0031419;GO:0002226;GO:0009682
comp35373_c0_seq1	GO:0006950;GO:0033554
comp35373_c0_seq1	GO:0006950;GO:0033554
comp35377_c0_seq1	GO:0005737;GO:0006817
comp35378_c0_seq1	GO:0004672;GO:0005524;GO:0006468;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0008450
comp35386_c0_seq1	GO:0005515
comp35397_c0_seq1	GO:0004553;GO:0005975;GO:0005509
comp35397_c0_seq1	GO:0004553;GO:0005975;GO:0005509
comp3540_c0_seq1	GO:0005634;GO:0007275
comp35416_c0_seq1	GO:0016021
comp35441_c0_seq1	GO:0003777;GO:0005524;GO:0005875;GO:0007018
comp3545_c0_seq1	GO:0005478;GO:0005622;GO:0006888
comp35453_c0_seq1	GO:0004067;GO:0006520;GO:0004622;GO:0003847
comp35463_c0_seq1	GO:0001584;GO:0007186;GO:0016021
comp35470_c0_seq1	GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
comp35476_c0_seq1	GO:0004888;GO:0007275;GO:0016020;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0005001
comp35476_c0_seq1	GO:0004888;GO:0007275;GO:0016020;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0005001
comp35477_c0_seq1	GO:0003676;GO:0005634;GO:0008270
comp3548_c0_seq1	GO:0004842;GO:0005622;GO:0006464;GO:0006512;GO:0010992
comp35483_c0_seq1	GO:0031419
comp3549_c0_seq1	GO:0000774;GO:0006457;GO:0042803;GO:0051087;GO:0006950;GO:0033554;GO:0061077
comp35491_c0_seq1	GO:0006486;GO:0008417;GO:0016020;GO:0000009;GO:0000026;GO:0000030;GO:0000033;GO:0003980;GO:0004376;GO:0004576;GO:0004583;GO:0008375;GO:0008376;GO:0008378;GO:0008921;GO:0016253;GO:0016758;GO:0016759;GO:0018715;GO:0018716;GO:0018717;GO:0018718;GO:0019112;GO:0019187;GO:0042281;GO:0042283;GO:0046527;GO:0046920;GO:0046921
comp35491_c0_seq1	GO:0006486;GO:0008417;GO:0016020;GO:0000009;GO:0000026;GO:0000030;GO:0000033;GO:0003980;GO:0004376;GO:0004576;GO:0004583;GO:0008375;GO:0008376;GO:0008378;GO:0008921;GO:0016253;GO:0016758;GO:0016759;GO:0018715;GO:0018716;GO:0018717;GO:0018718;GO:0019112;GO:0019187;GO:0042281;GO:0042283;GO:0046527;GO:0046920;GO:0046921
comp35498_c0_seq1	GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0006259
comp3550_c0_seq1	GO:0000159;GO:0007165;GO:0008601
comp35516_c0_seq1	GO:0003700;GO:0005634;GO:0006355
comp3552_c0_seq1	GO:0008415;GO:0004095
comp35524_c0_seq1	GO:0005215;GO:0006810;GO:0016021
comp35525_c0_seq1	GO:0005247
comp35527_c0_seq1	GO:0000074;GO:0003893
comp35527_c0_seq1	GO:0000074;GO:0003893
comp35527_c0_seq1	GO:0000074;GO:0003893
comp35527_c0_seq1	GO:0000074;GO:0003893
comp35527_c0_seq1	GO:0000074;GO:0003893
comp35527_c0_seq1	GO:0000074;GO:0003893
comp35528_c0_seq1	GO:0005509;GO:0000166;GO:0017111;GO:0003777;GO:0007018;GO:0030286;GO:0008567
comp35529_c0_seq1	GO:0008451;GO:0004177
comp3553_c0_seq1	GO:0010992
comp35534_c0_seq1	GO:0004287;GO:0006508;GO:0004252;GO:0008945
comp35543_c0_seq1	GO:0008152;GO:0008111;GO:0033608
comp35550_c0_seq1	GO:0005509;GO:0004553;GO:0005975
comp35554_c0_seq1	GO:0005554;GO:0004289;GO:0006508;GO:0003676
comp35562_c0_seq1	GO:0005509
comp35575_c0_seq1	GO:0005198;GO:0007155;GO:0005578;GO:0004725;GO:0004727
comp35576_c0_seq1	GO:0005261;GO:0006812;GO:0016020;GO:0001518;GO:0005248;GO:0006814;GO:0008152;GO:0016740;GO:0005509;GO:0005216;GO:0006811;GO:0005245;GO:0007268
comp35576_c0_seq1	GO:0005261;GO:0006812;GO:0016020;GO:0001518;GO:0005248;GO:0006814;GO:0008152;GO:0016740;GO:0005509;GO:0005216;GO:0006811;GO:0005245;GO:0007268
comp35578_c0_seq1	GO:0005576
comp3558_c0_seq1	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
comp35586_c0_seq1	GO:0031419
comp35595_c0_seq1	GO:0006118;GO:0008121;GO:0016020;GO:0045285;GO:0010992
comp35596_c0_seq1	GO:0043087
comp35596_c0_seq1	GO:0043087
comp35596_c0_seq1	GO:0043087
comp35596_c0_seq1	GO:0043087
comp35599_c0_seq1	GO:0015520;GO:0015904;GO:0016021;GO:0005215;GO:0006810;GO:0016020
comp35610_c0_seq1	GO:0005524
comp3562_c0_seq1	GO:0003700;GO:0005634;GO:0006355
comp35620_c0_seq1	GO:0005509
comp35627_c0_seq1	GO:0005515
comp35628_c0_seq1	GO:0000166;GO:0017111
comp35631_c0_seq1	GO:0005737;GO:0006915
comp3565_c0_seq1	GO:0004416
comp3566_c0_seq1	GO:0040029;GO:0016570
comp35673_c0_seq1	GO:0003700;GO:0006355;GO:0005489;GO:0006118;GO:0003756
comp35680_c0_seq1	GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0016887;GO:0000166;GO:0017111
comp3569_c0_seq1	GO:0003779;GO:0005622
comp35690_c0_seq1	GO:0005509
comp35691_c0_seq1	GO:0004051
comp35691_c0_seq1	GO:0004051
comp357_c0_seq1	GO:0006950;GO:0033554;GO:0061077
comp3570_c0_seq1	GO:0005554
comp35709_c0_seq1	GO:0005622;GO:0008270;GO:0010992
comp35713_c0_seq1	GO:0001584;GO:0007186;GO:0016021;GO:0004977;GO:0004969;GO:0031808
comp35718_c0_seq1	GO:0000166;GO:0017111;GO:0003777;GO:0007018;GO:0030286;GO:0008567
comp35726_c0_seq1	GO:0004421;GO:0006084
comp35729_c0_seq1	GO:0007218;GO:0016020;GO:0004930;GO:0005529
comp35736_c0_seq1	GO:0006118;GO:0004497
comp35736_c0_seq1	GO:0006118;GO:0004497
comp3574_c0_seq1	GO:0005509
comp35743_c0_seq1	GO:0005509
comp3575_c0_seq1	GO:0005554
comp35754_c0_seq1	GO:0005328;GO:0005887;GO:0006836;GO:0016020;GO:0005330;GO:0007268
comp35764_c0_seq1	GO:0004849;GO:0005524;GO:0003723;GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0009058;GO:0016301
comp35764_c0_seq1	GO:0004849;GO:0005524;GO:0003723;GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0009058;GO:0016301
comp35768_c0_seq1	GO:0030305
comp35770_c0_seq1	GO:0001584;GO:0007186;GO:0016021
comp35775_c0_seq1	GO:0017116;GO:0033682;GO:0042162;GO:0043141
comp35777_c0_seq1	GO:0004785;GO:0006801;GO:0046872;GO:0006950;GO:0006979
comp3578_c0_seq1	GO:0016787
comp35786_c0_seq1	GO:0004179;GO:0006508
comp35786_c0_seq1	GO:0004179;GO:0006508
comp35786_c0_seq1	GO:0004179;GO:0006508
comp35786_c0_seq1	GO:0004179;GO:0006508
comp35788_c0_seq1	GO:0003846
comp35807_c0_seq1	GO:0005215;GO:0006810;GO:0008021;GO:0016020;GO:0008470;GO:0007268
comp35807_c0_seq1	GO:0005215;GO:0006810;GO:0008021;GO:0016020;GO:0008470;GO:0007268
comp35818_c0_seq1	GO:0003676
comp3582_c0_seq1	GO:0004175;GO:0005839;GO:0006511;GO:0004298;GO:0004299;GO:0030163;GO:0043248
comp35839_c0_seq1	GO:0004289;GO:0006508;GO:0000166;GO:0017111
comp3584_c0_seq1	GO:0003868
comp35850_c0_seq1	GO:0000158;GO:0004721;GO:0004723;GO:0004724;GO:0005963;GO:0008420;GO:0008597;GO:0015071;GO:0017018;GO:0017020;GO:0017023;GO:0030357
comp35855_c0_seq1	GO:0005198;GO:0004252;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808
comp3586_c0_seq1	GO:0006118;GO:0016491;GO:0008734;GO:0015922;GO:0008177
comp35885_c0_seq1	GO:0007155;GO:0005267;GO:0006813;GO:0016020
comp3589_c0_seq1	GO:0004222;GO:0004249;GO:0008133;GO:0008319;GO:0030402
comp35892_c0_seq1	GO:0004871;GO:0005576;GO:0007223;GO:0007275
comp35896_c0_seq1	GO:0016020
comp359_c0_seq1	GO:0005524;GO:0015986;GO:0016469;GO:0046933;GO:0046961;GO:0006754
comp3590_c0_seq1	GO:0005576
comp35901_c0_seq1	GO:0008152;GO:0016624
comp35902_c0_seq1	GO:0004222;GO:0006508;GO:0007155;GO:0016020;GO:0008237;GO:0008270
comp35902_c0_seq1	GO:0004222;GO:0006508;GO:0007155;GO:0016020;GO:0008237;GO:0008270
comp35904_c0_seq1	GO:0016020;GO:0004238;GO:0017090;GO:0002226;GO:0042381
comp35904_c0_seq1	GO:0016020;GO:0004238;GO:0017090;GO:0002226;GO:0042381
comp35906_c0_seq1	GO:0005279;GO:0006865;GO:0016020;GO:0006810
comp35913_c0_seq1	GO:0010992
comp35919_c0_seq1	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
comp3592_c0_seq1	GO:0003677;GO:0005634;GO:0003847
comp35922_c0_seq1	GO:0016491;GO:0051341;GO:0047681;GO:0007268
comp3593_c0_seq1	GO:0003847
comp35930_c0_seq1	GO:0004890;GO:0005230;GO:0006811;GO:0016021;GO:0045211;GO:0016020;GO:0030594;GO:0006810;GO:0016934;GO:0022824
comp35934_c0_seq1	GO:0004143;GO:0007205;GO:0007242
comp35943_c0_seq1	GO:0008152;GO:0016491
comp35948_c0_seq1	GO:0008080
comp3595_c0_seq1	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0003834
comp35953_c0_seq1	GO:0005489;GO:0006118
comp35954_c0_seq1	GO:0003824;GO:0004339
comp35964_c0_seq1	GO:0003824;GO:0003986
comp35966_c0_seq1	GO:0005524
comp35973_c0_seq1	GO:0003676;GO:0005524;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
comp35979_c0_seq1	GO:0016020;GO:0004238;GO:0017090;GO:0002226;GO:0042381
comp35979_c0_seq1	GO:0016020;GO:0004238;GO:0017090;GO:0002226;GO:0042381
comp3598_c0_seq1	GO:0000074;GO:0030163;GO:0043248
comp3599_c0_seq1	GO:0002226;GO:0009682
comp36006_c0_seq1	GO:0004089;GO:0006730;GO:0008270;GO:0031214
comp36011_c0_seq1	GO:0005215;GO:0006810;GO:0016021;GO:0016020;GO:0015101;GO:0015226
comp36014_c0_seq1	GO:0004287
comp3603_c0_seq1	GO:0004840;GO:0006464;GO:0006512;GO:0004842;GO:0010992
comp36032_c0_seq1	GO:0005509;GO:0007156;GO:0016020
comp36033_c0_seq1	GO:0003899
