sample_uid	76680	75883	75885	75886	75782	75825
109445	0.970634098876012	0	0	0	0	0
109446	0.9687321688232804	0	0	0	0	0
109454	0.963233985082415	0	0	0	0	0
109468	0.9519266306207652	0	0	0	0	0
109448	0.9443771632022342	0	0	0	0	0
109449	0.9385092762563247	0	0	0	0	0
109450	0.9304178075245918	0	0	0	0	0
109447	0.9064762284667435	0	0	0	0	0
109467	0.8859818689056551	0	0	0	0	0
109462	0	0.9615109841043044	0	0	0	0
109466	0	0.9488211096618843	0	0	0	0
109461	0	0.9211225506476254	0	0	0	0
109453	0	0.901603182890748	0	0	0	0
109451	0	0.8779012749264465	0	0	0	0
109452	0	0.8725490721726868	0	0	0	0
109469	0	0	0.9248916833984994	0	0	0
109456	0	0	0.905470223659391	0	0	0
109457	0	0	0.9009382500545494	0	0	0
109458	0	0	0.8294757665677547	0	0.073667081458792	0
109465	0	0	0.7995568799067578	0	0	0
109470	0	0	0.7563570213943924	0	0	0
109459	0	0	0	0.9367067302175061	0	0
109460	0	0	0	0.9263867830815078	0	0
109464	0	0	0	0.9138448349764252	0	0
109463	0	0	0	0.8885046733795424	0	0
109455	0	0	0	0	0	0.8745870218028416
