sample_uid	76680	75883	75885	75886	75782	75825
109445	77807.0	0	0	0	0	0
109446	210521.0	0	0	0	0	0
109454	156906.0	0	0	0	0	0
109468	69543.0	0	0	0	0	0
109448	142702.0	0	0	0	0	0
109449	100718.0	0	0	0	0	0
109450	183497.0	0	0	0	0	0
109447	245423.0	0	0	0	0	0
109467	165458.0	0	0	0	0	0
109462	0	172272.0	0	0	0	0
109466	0	94569.0	0	0	0	0
109461	0	160863.0	0	0	0	0
109453	0	222760.0	0	0	0	0
109451	0	75194.0	0	0	0	0
109452	0	162740.0	0	0	0	0
109469	0	0	35009.0	0	0	0
109456	0	0	50403.0	0	0	0
109457	0	0	202321.0	0	0	0
109458	0	0	129983.0	0	11544.0	0
109465	0	0	145433.0	0	0	0
109470	0	0	38252.0	0	0	0
109459	0	0	0	122436.0	0	0
109460	0	0	0	35438.0	0	0
109464	0	0	0	6396.0	0	0
109463	0	0	0	172154.0	0	0
109455	0	0	0	0	0	145331.0
