sample,analysis_type_uid,PC1,PC2,PC3,PC4,PC5,PC6
A4,75782,0.5511182359213496,-0.00013516791884404173,0.00014792738457663967,-8.862837196798765e-06,-0.0,0.0
A3-A3t-A3ae-A3ac,76680,-0.11651461382752144,-0.00960783871217974,0.008955573963454054,-0.0008166121819732343,-0.0,0.0
A3-A3t-A3af-A3ae,75883,-0.11222895407460522,-0.01089488888463423,0.005553990143105488,0.000817068863005196,-0.0,0.0
A3-A3ac-A3ak,75885,-0.11262418002025774,0.01930565636741975,0.003217949390695057,-6.965180593331421e-05,-0.0,0.0
A3-A3t-A3al,75886,-0.10906338635296757,-0.004863841372693498,-0.017649930850512495,-0.00017322172778892734,-0.0,0.0
A3,75825,-0.10068710164599746,0.006196080520932244,-0.00022551003132116447,0.00025127968990505694,-0.0,0.0
proportion_explained,0,0.9970461704280849,0.0017658877939766737,0.0011840245333156335,3.917244622887463e-06,0.0,0.0
