sample,analysis_type_uid,PC1,PC2,PC3,PC4,PC5,PC6
A4,75782,0.808625065452311,-0.011863409375363237,-0.00023437647289504727,-0.003230232374504712,0.0009920236612512565,-0.0
A3-A3t-A3ae-A3ac,76680,-0.18347884142982693,-0.0803893364110421,-0.00802292287004282,-0.0876395846617635,0.06302778000034481,-0.0
A3-A3t-A3af-A3ae,75883,-0.17454765648702408,-0.1520234005716313,0.005321185771351413,-0.10790444876590068,-0.0513436224440371,-0.0
A3-A3ac-A3ak,75885,-0.14117626026570804,0.23070938090259613,-0.19754051845522488,-0.006092219732790849,-0.00890638254722361,-0.0
A3-A3t-A3al,75886,-0.1643586815528529,-0.14753579300980207,-0.043540794998847346,0.1784826588103984,0.00020992749139817145,-0.0
A3,75825,-0.1450636257168989,0.16110255846524213,0.2440174270256593,0.0263838267245612,-0.0039797261617344195,-0.0
proportion_explained,0,0.7305863567168349,0.1214511405816638,0.09346680149715383,0.04826349167148583,0.006232209532861477,0.0
