gene_id,log2fold
comp10231_c0_seq1,-0.13778685887813
comp10233_c0_seq1,-0.0639341927930729
comp10234_c0_seq1,-0.183480487007058
comp10235_c0_seq1,0.128038873031791
comp10237_c0_seq1,0.000771444421978298
comp10238_c0_seq1,0.0223673229818469
comp10239_c0_seq1,0.12294861391709
comp1024_c0_seq1,-0.0527515891830613
comp10240_c0_seq1,-0.167919834514448
comp10241_c0_seq1,-0.283725597894904
comp10242_c0_seq1,-0.748726607443722
comp10244_c0_seq1,0.0575320690057403
comp10245_c0_seq1,0.0137639192021403
comp10246_c0_seq1,-0.0611340987592726
comp10247_c0_seq1,0.0551034319811843
comp10248_c0_seq1,0.127170025153324
comp10249_c0_seq1,-0.0272928808349246
comp10250_c0_seq1,-Inf
comp10252_c0_seq1,-0.00759835218792034
comp10253_c0_seq1,-0.0672459914962466
comp10254_c0_seq1,-0.0818341679307636
comp10255_c0_seq1,-0.000820181527945832
comp10256_c0_seq1,-0.392988353128902
comp10257_c0_seq1,-0.0830292984322065
comp10258_c0_seq1,0.437772883803996
comp10259_c0_seq1,-0.264210403492633
comp10260_c0_seq1,-0.0516030726453442
comp10261_c0_seq1,0.0203750711996527
comp10262_c0_seq1,-0.000593468535650136
comp10263_c0_seq1,-0.10016395851095
comp10266_c0_seq1,-0.0122158850394425
comp10268_c0_seq1,-0.092869753029771
comp1027_c0_seq1,0.0143785800044862
comp10270_c0_seq1,-0.0868602405987523
comp10273_c0_seq1,-0.232263996211361
comp10274_c0_seq1,-0.53942294392773
comp10275_c0_seq1,-0.128078547439132
comp10278_c0_seq1,0.232442972507198
comp10281_c0_seq1,0.0278274196745417
comp10282_c0_seq1,-0.0386633617627504
comp10283_c0_seq1,0.00563671902055648
comp10284_c0_seq1,0.112761413816993
comp10287_c0_seq1,-0.178080830676063
comp10288_c0_seq1,0.564889577514449
comp10289_c0_seq1,0.0478754775565243
comp1029_c0_seq1,-0.0273905069842935
comp10292_c0_seq1,-0.0622390944575326
comp10293_c0_seq1,-0.247315956315497
comp10294_c0_seq1,-0.0029958020159127
comp10295_c0_seq1,0.042801596727727
comp10296_c0_seq1,0.00368690625019044
comp10297_c0_seq1,-0.141271533086811
comp10298_c0_seq1,-0.967202543338358
comp10299_c0_seq1,-0.185274865734689
comp103_c0_seq1,-0.0612648041692122
comp1030_c0_seq1,-0.00186450482918956
comp10300_c0_seq1,0.214447931977718
comp10301_c0_seq1,-0.530394847689867
comp10303_c0_seq1,-0.014023927942478
comp10304_c0_seq1,0.116695960543728
comp10306_c0_seq1,-0.00765254508199692
comp10307_c0_seq1,-0.145303997754537
comp10308_c0_seq1,-0.0310077163401168
comp1031_c0_seq1,0.0611019852137484
comp10310_c0_seq1,-0.124251332812267
comp10311_c0_seq1,0.111224411461672
comp10312_c0_seq1,-0.0216997865972777
comp10313_c0_seq1,-0.00441423546748322
comp10314_c0_seq1,-0.23551107728739
comp10315_c0_seq1,0.0201414844101339
comp10317_c0_seq1,0.00515108988694963
comp10319_c0_seq1,-0.289986711312243
comp1032_c0_seq1,-0.251554278176861
comp10320_c0_seq1,-0.0709938015328488
comp10321_c0_seq1,0.629166549324817
comp10322_c0_seq1,0.0381786303196229
comp10323_c0_seq1,-0.0839221475185736
comp10324_c0_seq1,-0.0816672353116971
comp10326_c0_seq1,-0.266384679913968
comp10327_c0_seq1,0.112272773650182
comp10329_c0_seq1,-0.000470919199031071
comp1033_c0_seq1,-0.00703575819345252
comp10330_c0_seq1,-0.0579805571380351
comp10332_c0_seq1,0.0134217376532098
comp10333_c0_seq1,0.070722865197941
comp10334_c0_seq1,0.00214421825369971
comp10335_c0_seq1,-4.85456535935184e-05
comp10336_c0_seq1,0.0519906649733705
comp10337_c0_seq1,0.039891024798594
comp10338_c0_seq1,-0.851147819533218
comp10339_c0_seq1,-0.439391199117875
comp1034_c0_seq1,0.0639167889483504
comp10341_c0_seq1,0.106943236900053
comp10342_c0_seq1,-0.00491154473611601
comp10343_c0_seq1,-0.0688547492614833
comp10344_c0_seq1,-0.00448258284828345
comp10346_c0_seq1,-0.0998134041986615
comp10348_c0_seq1,0.0134568590036235
comp10349_c0_seq1,-0.0279468710560227
comp1035_c0_seq1,-0.103402291498137
comp10352_c0_seq1,-0.0681712160531214
comp10353_c0_seq1,-0.0143798384959517
comp10355_c0_seq1,-0.634893986954164
comp10356_c0_seq1,0.00557271058472519
comp10357_c0_seq1,-0.0181659528463429
comp10358_c0_seq1,-0.0233361642351376
comp10359_c0_seq1,0.00776944726133043
comp1036_c0_seq1,-0.207788446684573
comp10360_c0_seq1,-0.0140844662241731
comp10362_c0_seq1,0.324262951293004
comp10363_c0_seq1,-0.0143473980015878
comp10364_c0_seq1,-0.182792981809282
comp10365_c0_seq1,-0.0971331297144648
comp10366_c0_seq1,-0.177013569750128
comp10370_c0_seq1,0.155246973187375
comp10371_c0_seq1,-0.533561406109245
comp10372_c0_seq1,0.120754500821268
comp10373_c0_seq1,-0.236610978721466
comp10374_c0_seq1,-0.319952222968627
comp10375_c0_seq1,0.295443271836493
comp10376_c0_seq1,-1.49541091673783
comp10377_c0_seq1,-0.193067753074192
comp1038_c0_seq1,-0.138405702853651
comp10380_c0_seq1,0.020826378717357
comp10383_c0_seq1,-0.00888718048029417
comp10384_c0_seq1,0.0196770059901166
comp10385_c0_seq1,-0.0400913877920704
comp10386_c0_seq1,-0.000580486941539954
comp10387_c0_seq1,-0.0136536078332766
comp1039_c0_seq1,-0.08543028762772
comp10390_c0_seq1,-0.0107254729538207
comp10391_c0_seq1,0.0147907757557336
comp10393_c0_seq1,-0.123920290604179
comp10394_c0_seq1,-0.0121769221578025
comp10395_c0_seq1,-0.00248442616127796
comp10396_c0_seq1,-0.0580914362905445
comp10397_c0_seq1,-0.239098826274924
comp1040_c0_seq1,-0.0493848726273389
comp10400_c0_seq1,-0.332568693926906
comp10401_c0_seq1,0.14237936273729
comp10402_c0_seq1,-0.0457371276002525
comp10403_c0_seq1,-0.129688701054381
comp10405_c0_seq1,-0.355954220255545
comp10406_c0_seq1,0.0108276750377659
comp10407_c0_seq1,-0.155257364723516
comp10408_c0_seq1,0.335359191616836
comp10409_c0_seq1,0.0124970522804718
comp1041_c0_seq1,-0.0729060060183662
comp10410_c0_seq1,0.00837157316714543
comp10411_c0_seq1,0.0561657871013272
comp10413_c0_seq1,-0.0197513021281382
comp10414_c0_seq1,-0.156256926875992
comp10415_c0_seq1,0.0738677399468455
comp10417_c0_seq1,-0.00259441605748005
comp10418_c0_seq1,-0.00136264620852756
comp1042_c0_seq1,-0.0427909825772744
comp10421_c0_seq1,-0.0201399431099346
comp10422_c0_seq1,0.0378837216389716
comp10423_c0_seq1,-0.0968150237642841
comp10424_c0_seq1,0.0213671755996243
comp10426_c0_seq1,-0.00877637132289031
comp10427_c0_seq1,-0.0412261955247101
comp10428_c0_seq1,-0.0149781828978802
comp10429_c0_seq1,0.167167184264741
comp1043_c0_seq1,0.110246091830204
comp10430_c0_seq1,0.360266657988287
comp10431_c0_seq1,-0.0263193616026992
comp10433_c0_seq1,-0.407677772579517
comp10434_c0_seq1,-0.0304395071556242
comp10435_c0_seq1,-0.018704172922742
comp10436_c0_seq1,-0.13234158802112
comp10437_c0_seq1,1.45743212223426
comp10438_c0_seq1,-0.0873631706068286
comp10439_c0_seq1,-0.104203880942884
comp1044_c0_seq1,0.0791688764146294
comp10440_c0_seq1,0.0386308460582158
comp10441_c0_seq1,-0.00841665540415997
comp10442_c0_seq1,-0.0215171148952265
comp10443_c0_seq1,0.0182387348316102
comp10445_c0_seq1,0.329972424383796
comp10446_c0_seq1,0.00820386322639911
comp10451_c0_seq1,-0.0320767961845975
comp10452_c0_seq1,1.0770105731982
comp10453_c0_seq1,-0.223852011664091
comp10454_c0_seq1,0.4978562149573
comp10455_c0_seq1,0.00362918799072728
comp10456_c0_seq1,0.398000224319912
comp10457_c0_seq1,-0.00767879252147761
comp10458_c0_seq1,-0.0491890580247814
comp10459_c0_seq1,-0.257709616090764
comp1046_c0_seq1,-0.0951333228313325
comp10460_c0_seq1,0.159644268915581
comp10461_c0_seq1,0.615338608631204
comp10462_c0_seq1,-0.0288290991109838
comp10466_c0_seq1,-0.0222589469158693
comp10467_c0_seq1,-0.00435707493173697
comp10471_c0_seq1,0.0449036001529283
comp10474_c0_seq1,0.0200949172741787
comp10475_c0_seq1,-0.0108097765084014
comp10477_c0_seq1,-0.615080001689552
comp1048_c0_seq1,0.0139946177548234
comp10480_c0_seq1,0.0137045993949646
comp10483_c0_seq1,-2.60906504064906
comp10484_c0_seq1,0.367081454134589
comp10485_c0_seq1,0.582522884541494
comp10488_c0_seq1,0.00910947339207649
comp1049_c0_seq1,0.0174259768265633
comp10491_c0_seq1,-0.0181496252559525
comp10493_c0_seq1,-0.0165314712535146
comp10494_c0_seq1,0.348533945441655
comp10495_c0_seq1,0.0161705629762122
comp10498_c0_seq1,0.0693329884196765
comp105_c0_seq1,-0.0306948849390781
comp1050_c0_seq1,-0.0145828385144854
comp10500_c0_seq1,-0.333382803494235
comp10503_c0_seq1,-0.159572900776463
comp10504_c0_seq1,-0.0186481606552228
comp10505_c0_seq1,-0.00528725250552244
comp10506_c0_seq1,0.174989762321661
comp1051_c0_seq1,0.0035006532130127
comp10512_c0_seq1,-0.0785650354147998
comp10513_c0_seq1,-0.019735103776121
comp10514_c0_seq1,-Inf
comp10515_c0_seq1,-0.0186558828620926
comp10516_c0_seq1,0.019365840441634
comp10517_c0_seq1,0.19077231540501
comp10518_c0_seq1,-0.425396763111921
comp10519_c0_seq1,-0.0143974200711025
comp1052_c0_seq1,0.0613374229005742
comp10521_c0_seq1,0.00996718888656538
comp10522_c0_seq1,-0.0649443529169026
comp10523_c0_seq1,-0.014791868136079
comp10524_c0_seq1,-0.0904619935638829
comp10525_c0_seq1,0.0160076379049317
comp10527_c0_seq1,-0.266474204267008
comp10528_c0_seq1,-0.0251332443227906
comp10529_c0_seq1,-0.0289636042589258
comp1053_c0_seq1,0.000638105811505173
comp10531_c0_seq1,-0.107176070181592
comp10532_c0_seq1,-0.0265174009026453
comp10534_c0_seq1,-0.106223122288554
comp10535_c0_seq1,0.0170731549021994
comp10537_c0_seq1,0.0328103150701016
comp10538_c0_seq1,-0.00138185776382486
comp10539_c0_seq1,-0.0143450902817556
comp1054_c0_seq1,-0.0486604467950966
comp10540_c0_seq1,0.0236389500583777
comp10542_c0_seq1,-0.142245389888719
comp10543_c0_seq1,0.000226702382275395
comp10544_c0_seq1,0.111354362476131
comp10545_c0_seq1,0.0175872255903107
comp10546_c0_seq1,-0.0475203288247374
comp10548_c0_seq1,-0.038066225109912
comp10549_c0_seq1,-0.149832418677118
comp1055_c0_seq1,-0.556512811296824
comp10550_c0_seq1,-0.0663621980357024
comp10552_c0_seq1,-0.00776261674729712
comp10555_c0_seq1,-0.00664665545644636
comp10557_c0_seq1,-0.122919305582456
comp10559_c0_seq1,0.0135488909636759
comp10560_c0_seq1,0.0283374563557517
comp10561_c0_seq1,-0.0639125770463651
comp10562_c0_seq1,0.879854357666308
comp10564_c0_seq1,0.0343083141011207
comp10565_c0_seq1,-0.0301302177623287
comp10566_c0_seq1,-0.129191234595002
comp10568_c0_seq1,-0.00735258150644236
comp10569_c0_seq1,-0.00984235338957224
comp1057_c0_seq1,0.0516368777367332
comp10571_c0_seq1,0.73422677873971
comp10574_c0_seq1,0.0256122039270087
comp10576_c0_seq1,-1.38879887478269
comp10577_c0_seq1,-0.10871100558573
comp10579_c0_seq1,0.646997736287284
comp1058_c0_seq1,0.524914771808716
comp10582_c0_seq1,-0.00454601927459666
comp10583_c0_seq1,0.0153530543222787
comp10584_c0_seq1,0.129038696858888
comp10585_c0_seq1,0.144054609813974
comp10586_c0_seq1,0.10065928182132
comp10587_c0_seq1,0.242957157577728
comp10588_c0_seq1,-0.0696154228926042
comp10589_c0_seq1,-0.00393158021759513
comp1059_c0_seq1,0.206294585956168
comp10590_c0_seq1,-1.22269248856274
comp10591_c0_seq1,0.0108270266778274
comp10592_c0_seq1,-0.00188445489547477
comp10593_c0_seq1,-0.0230356918926207
comp10595_c0_seq1,0.0363081369955418
comp10596_c0_seq1,0.0106749126749407
comp10597_c0_seq1,-0.0715882728962767
comp10598_c0_seq1,-0.159158393594023
comp106_c0_seq1,-0.0483563173039678
comp10600_c0_seq1,0.00399533622590259
comp10604_c0_seq1,-0.100735773078824
comp10606_c0_seq1,0.24468664574589
comp10607_c0_seq1,-0.718334217225348
comp10608_c0_seq1,0.0232174286544694
comp10609_c0_seq1,-0.409120437894665
comp10610_c0_seq1,-0.0532562403913383
comp10611_c0_seq1,-0.0519807852597333
comp10612_c0_seq1,0.509420283467661
comp10613_c0_seq1,-0.228867556802841
comp10614_c0_seq1,-0.894636364245062
comp10615_c0_seq1,-0.0148069011054907
comp10616_c0_seq1,-0.102336227986536
comp10618_c0_seq1,-0.208890748669459
comp10619_c0_seq1,-0.266284617069148
comp1062_c0_seq1,-0.0173500953651933
comp10620_c0_seq1,-0.00840555365382579
comp10621_c0_seq1,-0.447526344706105
comp10622_c0_seq1,-0.0453537851807619
comp10625_c0_seq1,0.261028351503316
comp10627_c0_seq1,-0.00255875085731632
comp10628_c0_seq1,-0.00236674918457569
comp10629_c0_seq1,-0.464355324731379
comp1063_c0_seq1,-0.0014984162322156
comp10631_c0_seq1,0.0795573059020001
comp10632_c0_seq1,0.105705471921589
comp10632_c1_seq1,-0.370278220925812
comp10633_c0_seq1,0.0755353746770853
comp10636_c0_seq1,-0.968574410254751
comp10637_c0_seq1,-0.314225845374209
comp10638_c0_seq1,0.0116031881047821
comp10639_c0_seq1,-0.039201116748396
comp10640_c0_seq1,0.07663598081715
comp10645_c0_seq1,-0.141221408469517
comp10646_c0_seq1,0.0276887288711208
comp10648_c0_seq1,0.111589081167172
comp10649_c0_seq1,0.261152950068819
comp1065_c0_seq1,-0.173820549165386
comp10650_c0_seq1,-0.0536269315253083
comp10651_c0_seq1,0.156826693186081
comp10653_c0_seq1,0.12150330391612
comp10655_c0_seq1,-0.332712319291032
comp10656_c0_seq1,-1.10222471220597
comp10657_c0_seq1,0.00162755517632342
comp10658_c0_seq1,0.123786171225199
comp10659_c0_seq1,0.767378029332397
comp1066_c0_seq1,-4.28842550549486e-05
comp10660_c0_seq1,0.0539788765105469
comp10661_c0_seq1,-0.0132685787752578
comp10662_c0_seq1,-0.0774069940828236
comp10665_c0_seq1,0.0651803088554814
comp10666_c0_seq1,0.0414104690173042
comp10668_c0_seq1,0.0184622195921657
comp1067_c0_seq1,-0.130138683268185
comp10671_c0_seq1,-0.0115534505539878
comp10672_c0_seq1,0.0179368462240709
comp10673_c0_seq1,-0.119051298546876
comp10674_c0_seq1,-0.0677535221136885
comp10675_c0_seq1,-0.0216673862053511
comp10676_c0_seq1,-0.0569136596016955
comp10678_c0_seq1,-0.139850489761127
comp10679_c0_seq1,-0.0134414183328325
comp10682_c0_seq1,0.0629788109642237
comp10684_c0_seq1,-0.0484357847635668
comp10687_c0_seq1,-0.127307875229908
comp10688_c0_seq1,-0.0024486365317378
comp1069_c0_seq1,0.027522705304098
comp10690_c0_seq1,0.0932754046016421
comp10695_c0_seq1,-0.170942782913209
comp10697_c0_seq1,-0.0391662276009369
comp10698_c0_seq1,-0.0356831892188989
comp10699_c0_seq1,-0.410944720222265
comp107_c0_seq1,0.0901352782368913
comp1070_c0_seq1,0.0643295082044462
comp10700_c0_seq1,-0.0353468108382836
comp10701_c0_seq1,-0.589072358210605
comp10702_c0_seq1,0.026741388381028
comp10703_c0_seq1,-0.495915880782642
comp10705_c0_seq1,0.00860175048505301
comp10706_c0_seq1,0.00131129730791274
comp10707_c0_seq1,-0.0433041447245065
comp10708_c0_seq1,-0.626092862800839
comp10709_c0_seq1,-0.0171988438668519
comp1071_c0_seq1,-0.669863882229803
comp10710_c0_seq1,0.0378638247004286
comp10711_c0_seq1,0.0515739590218753
comp10713_c0_seq1,-0.223366155819605
comp10714_c0_seq1,-0.00734059700115435
comp10715_c0_seq1,0.0376304438332327
comp10716_c0_seq1,-0.00985141208670031
comp10717_c0_seq1,-0.0235142920520088
comp10719_c0_seq1,-0.082643959226696
comp1072_c0_seq1,-0.0515067637454874
comp10720_c0_seq1,0.0232844566776747
comp10721_c0_seq1,-0.0633944792263568
comp10722_c0_seq1,-0.0136114475812047
comp10723_c0_seq1,1.37338418996933
comp10724_c0_seq1,-0.0284161282784515
comp10725_c0_seq1,-0.0300456955978332
comp10726_c0_seq1,-0.122433154997058
comp10728_c0_seq1,-0.37757446471587
comp10729_c0_seq1,-0.0234398961517048
comp1073_c0_seq1,0.042064428952614
comp10730_c0_seq1,0.141918712441829
comp10731_c0_seq1,-0.125623975227705
comp10732_c0_seq1,-0.130685664549173
comp10736_c0_seq1,0.379965313311648
comp10737_c0_seq1,-0.263355961959472
comp10738_c0_seq1,-0.989111626391063
comp10739_c0_seq1,0.776691875862226
comp10741_c0_seq1,0.0544067612413019
comp10742_c0_seq1,0.0507377755407102
comp10743_c0_seq1,-0.0147632947838793
comp10744_c0_seq1,-0.234327733270379
comp10745_c0_seq1,-0.237896304797528
comp10746_c0_seq1,-0.00449782222108824
comp10747_c0_seq1,-0.0150778590917414
comp10749_c0_seq1,1.19541704622078
comp1075_c0_seq1,0.0178238096008366
comp10751_c0_seq1,-0.0309768789112666
comp10752_c0_seq1,1.30730602236091
comp10753_c0_seq1,-0.0553763653171005
comp10754_c0_seq1,0.188143575120153
comp10756_c0_seq1,-0.0395619892470762
comp10757_c0_seq1,-0.0163370953808641
comp10758_c0_seq1,-0.000787221878619647
comp10759_c0_seq1,-0.229193379261477
comp1076_c0_seq1,-0.0893639315057726
comp10761_c0_seq1,-0.113993630316305
comp10762_c0_seq1,-0.402230704910525
comp10767_c0_seq1,0.0750011885652288
comp10768_c0_seq1,-0.840084803075257
comp10769_c0_seq1,-0.00362598579482855
comp1077_c0_seq1,-0.0586686774440343
comp10770_c0_seq1,0.145382873184305
comp10771_c0_seq1,0.0288603789078875
comp10773_c0_seq1,-0.113292366773028
comp10774_c0_seq1,0.109115693306649
comp10775_c0_seq1,-0.0640375751081829
comp10776_c0_seq1,-0.16462306536056
comp10778_c0_seq1,0.00488428871120198
comp10780_c0_seq1,-0.0917905031609306
comp10781_c0_seq1,-0.150679993034082
comp10782_c0_seq1,-0.136842984657702
comp10787_c0_seq1,0.0718498806076098
comp10788_c0_seq1,0.0240606716837745
comp10789_c0_seq1,0.0200275042813288
comp1079_c0_seq1,0.0412822152376384
comp10791_c0_seq1,-0.0346841467462162
comp10792_c0_seq1,-0.0231064879986
comp10793_c0_seq1,-0.0395101674125379
comp10794_c0_seq1,0.0148282876767105
comp10795_c0_seq1,0.19651747201822
comp10796_c0_seq1,0.0192722195245979
comp10798_c0_seq1,-0.0268348208552666
comp10799_c0_seq1,-0.0936793550315845
comp108_c0_seq1,0.00750122717676752
comp1080_c0_seq1,-0.0881143610099327
comp10800_c0_seq1,0.00121662142327004
comp10801_c0_seq1,0.00306697396275531
comp10802_c0_seq1,0.00182100914729867
comp10803_c0_seq1,0.16033308006524
comp10806_c0_seq1,0.0223421753284074
comp10807_c0_seq1,-0.140900175867671
comp10808_c0_seq1,0.1632797825336
comp10809_c0_seq1,-0.0126783028521538
comp10811_c0_seq1,0.103035399238921
comp10812_c0_seq1,0.056563447755152
comp10813_c0_seq1,-0.113264098149317
comp10814_c0_seq1,0.0212188310685549
comp10816_c0_seq1,-0.047011217499065
comp10817_c0_seq1,-0.0951628741958466
comp10818_c0_seq1,0.0299917490160956
