gene,diff
comp10053_c0_seq1,-0.195078040865384
comp10054_c0_seq1,0.170160421750663
comp10055_c0_seq1,-0.421157794871795
comp10058_c0_seq1,-0.284444481605355
comp10059_c0_seq1,0.0570370794044666
comp1006_c0_seq1,-0.131047461157654
comp10060_c0_seq1,-0.0384916035502956
comp10061_c0_seq1,-0.632943803418797
comp10062_c0_seq1,-0.330870779487179
comp10064_c0_seq1,-0.269711030769231
comp10065_c0_seq1,-0.584162605769222
comp10067_c0_seq1,0.00280187692307698
comp10068_c0_seq1,-0.493110355311359
comp10069_c0_seq1,-0.0649878923076923
comp10070_c0_seq1,-0.0883530244755235
comp10071_c0_seq1,-0.128813850427349
comp10072_c0_seq1,1.00056668990385
comp10073_c0_seq1,0.643390480769231
comp10075_c0_seq1,-0.218537228632479
comp10078_c0_seq1,-0.0661795040485829
comp10079_c0_seq1,-0.0659685661538461
comp1008_c0_seq1,-0.115408904761905
comp10080_c0_seq1,0.0824797788461538
comp10081_c0_seq1,0.0400925859531771
comp10082_c0_seq1,-0.0949133673469387
comp10083_c0_seq1,6.19352507692308
comp10086_c0_seq1,0.142145097902098
comp10087_c0_seq1,-0.249507494505494
comp10088_c0_seq1,1.54043426923077
comp10089_c0_seq1,-0.0251432443438944
comp1009_c0_seq1,0.000178144378698342
comp10090_c0_seq1,-0.0564895677310111
comp10092_c0_seq1,-2.15062569230769
comp10094_c0_seq1,-0.341567657342657
comp10095_c0_seq1,0.442966743589743
comp10097_c0_seq1,-0.0391419786324789
comp10098_c0_seq1,-0.210278597840756
comp101_c0_seq1,-0.102196769230769
comp10102_c0_seq1,-0.505875064102564
comp10104_c0_seq1,-0.380234131513648
comp10105_c0_seq1,-0.157646519435352
comp10107_c0_seq1,0.123737530726257
comp1011_c0_seq1,-2.16389478698225
comp10110_c0_seq1,-0.0651976153846154
comp10112_c0_seq1,-0.0701249935897437
comp10114_c0_seq1,0.10973868903437
comp10115_c0_seq1,0.19959267032967
comp10117_c0_seq1,-1.02937230769231
comp10118_c0_seq1,-0.0570259817554241
comp10119_c0_seq1,0.114815338461539
comp10120_c0_seq1,-0.164110125588698
comp10121_c0_seq1,-0.102638972764078
comp10122_c0_seq1,-0.226351696703297
comp10123_c0_seq1,-0.332717101538462
comp10125_c0_seq1,0.173719375824176
comp10126_c0_seq1,2.23710517948719
comp10127_c0_seq1,2.78336469230769
comp10129_c0_seq1,0.0811053141025642
comp1013_c0_seq1,-0.139242997975708
comp10130_c0_seq1,-0.234458463201664
comp10132_c0_seq1,-0.00398893589743587
comp10133_c0_seq1,-0.0502556965811967
comp10134_c0_seq1,-0.00419985782051269
comp10138_c0_seq1,0.293316011207336
comp10139_c0_seq1,0.280883413461538
comp1014_c0_seq1,-4.06392484615384
comp10140_c0_seq1,-0.0482170973557698
comp10141_c0_seq1,-0.147367062794348
comp10142_c0_seq1,-0.366809087912088
comp10143_c0_seq1,-0.345854653846154
comp10145_c0_seq1,2.24507746153847
comp10146_c0_seq1,-0.0561630294117648
comp10147_c0_seq1,-0.518290804195804
comp10149_c0_seq1,0.0841536897001305
comp1015_c0_seq1,-0.088876031968032
comp10150_c0_seq1,-0.190729033771107
comp10151_c0_seq1,-0.343603278514589
comp10152_c0_seq1,0.11155735348698
comp10153_c0_seq1,0.448350375384614
comp10154_c0_seq1,-0.0302831307692307
comp10155_c0_seq1,0.533414801775152
comp10156_c0_seq1,0.0401682403846155
comp10157_c0_seq1,-0.058142076923076
comp10158_c0_seq1,-0.0355722908653846
comp10159_c0_seq1,0.183732124260355
comp10160_c0_seq1,-2.54397365384615
comp10163_c0_seq1,-0.0301757347876004
comp10164_c0_seq1,-0.0346888846153846
comp10165_c0_seq1,-0.707265692307686
comp10167_c0_seq1,-0.11630838315482
comp10168_c0_seq1,1.60477299095022
comp10169_c0_seq1,0.680449179487179
comp10170_c0_seq1,0.824493190981432
comp10171_c0_seq1,0.570607465468838
comp10172_c0_seq1,-0.0865448199571328
comp10173_c0_seq1,-0.885138794871793
comp10175_c0_seq1,-0.0699450021853145
comp10177_c0_seq1,-0.173744774140751
comp10178_c0_seq1,0.0467104903846154
comp10179_c0_seq1,-0.265050055702918
comp1018_c0_seq1,0.651570980769232
comp10180_c0_seq1,-0.566640561538463
comp10181_c0_seq1,0.142028330316743
comp10182_c0_seq1,-1.59287105054945
comp10184_c0_seq1,0.0425067744755245
comp10185_c0_seq1,-0.203036748911466
comp10186_c0_seq1,-0.181361107692307
comp10187_c0_seq1,-0.0467383961538461
comp10188_c0_seq1,-0.274117495927602
comp10189_c0_seq1,-0.0389000042735042
comp1019_c0_seq1,-0.0796928428334256
comp10190_c0_seq1,-0.358628692307692
comp10191_c0_seq1,-0.139786842490842
comp10192_c0_seq1,0.427524255677653
comp10193_c0_seq1,0.0197812534798535
comp10195_c0_seq1,-0.00343423897435891
comp10197_c0_seq1,-0.160740565712315
comp10198_c0_seq1,0.00980920563294951
comp102_c0_seq1,0.183881835664336
comp10201_c0_seq1,0.526458262820513
comp10202_c0_seq1,-0.074851
comp10205_c0_seq1,-0.287643776923077
comp10206_c0_seq1,-0.1065362
comp10207_c0_seq1,0.668906717121588
comp10208_c0_seq1,0.651736361538468
comp1021_c0_seq1,-0.592445692307692
comp10210_c0_seq1,-0.455987197802202
comp10211_c0_seq1,-0.168115557109555
comp10213_c0_seq1,0.446091945054945
comp10214_c0_seq1,-0.102711746273107
comp10218_c0_seq1,-0.0660262657342656
comp10219_c0_seq1,-0.59313586978022
comp1022_c0_seq1,0.117079269984917
comp10220_c0_seq1,-0.0821274365152922
comp10221_c0_seq1,-0.250356365384615
comp10222_c0_seq1,-0.0242330372208439
comp10223_c0_seq1,0.0340212149481722
comp10224_c0_seq1,-0.207276699300699
comp10225_c0_seq1,0.382766826923074
comp10227_c0_seq1,-0.0446432690250924
comp10228_c0_seq1,-0.0561037772996222
comp10229_c0_seq1,-2.72787616923077
comp1023_c0_seq1,0.0539635480769229
comp10230_c0_seq1,-0.293166826923077
comp10231_c0_seq1,-0.309928041258742
comp10233_c0_seq1,-0.671591068825911
comp10234_c0_seq1,-0.199565901278558
comp10235_c0_seq1,2.08647513942308
comp10237_c0_seq1,0.0525750629370663
comp10238_c0_seq1,0.606665335664339
comp10239_c0_seq1,0.388117190981433
comp1024_c0_seq1,-2.41112638856015
comp10240_c0_seq1,-0.11600701754386
comp10241_c0_seq1,-0.418571730769231
comp10242_c0_seq1,-0.495831721153846
comp10244_c0_seq1,0.035846082051282
comp10245_c0_seq1,0.0749001939464051
comp10246_c0_seq1,-0.0516234009197325
comp10247_c0_seq1,0.195681447168217
comp10248_c0_seq1,0.0908702076923077
comp10249_c0_seq1,-0.22454153014553
comp10250_c0_seq1,-1.27680315384615
comp10252_c0_seq1,-0.084706525099314
comp10253_c0_seq1,-0.434849591811414
comp10254_c0_seq1,-0.0617552594871795
comp10255_c0_seq1,-0.0478438781331079
comp10256_c0_seq1,-0.368776333333333
comp10257_c0_seq1,-0.0642897493589742
comp10258_c0_seq1,0.338249230769231
comp10259_c0_seq1,-0.455365028654272
comp10260_c0_seq1,-3.33360723076923
comp10261_c0_seq1,0.674469876923077
comp10262_c0_seq1,-0.0287219959514147
comp10263_c0_seq1,-0.242324610675039
comp10266_c0_seq1,-0.695561116809117
comp10268_c0_seq1,-0.229092272189349
comp1027_c0_seq1,0.751087494172495
comp10270_c0_seq1,-3.48000015384616
comp10273_c0_seq1,-0.482891259773014
comp10274_c0_seq1,-0.397241208791209
comp10275_c0_seq1,-0.0940073148631031
comp10278_c0_seq1,0.162344938461539
comp10281_c0_seq1,0.68583101240695
comp10282_c0_seq1,-0.0577631969854471
comp10283_c0_seq1,0.017950716532086
comp10284_c0_seq1,0.206265361746361
comp10287_c0_seq1,-0.168821743589744
comp10288_c0_seq1,0.304428472527473
comp10289_c0_seq1,0.0444882426573427
comp1029_c0_seq1,-0.0586348677614521
comp10292_c0_seq1,-0.126292408846154
comp10293_c0_seq1,-0.313571269230769
comp10294_c0_seq1,-0.0314084745838965
comp10295_c0_seq1,0.0350789862504646
comp10296_c0_seq1,0.0256524750519755
comp10297_c0_seq1,-0.270418605769231
comp10298_c0_seq1,-0.595422914529914
comp10299_c0_seq1,-0.193147127932351
comp103_c0_seq1,-0.109557409974641
comp1030_c0_seq1,-0.0458306666666672
comp10300_c0_seq1,0.147111957417582
comp10301_c0_seq1,-1.33343876923077
comp10303_c0_seq1,-0.913755961538456
comp10304_c0_seq1,0.691925034188033
comp10306_c0_seq1,-0.0173071103560747
comp10307_c0_seq1,-0.0968019505494506
comp10308_c0_seq1,-0.232884060728745
comp1031_c0_seq1,0.0993258787878788
comp10310_c0_seq1,-0.0936623557692307
comp10311_c0_seq1,0.0963144344405593
comp10312_c0_seq1,-0.0287124266714593
comp10313_c0_seq1,-0.0640499289940841
comp10314_c0_seq1,-0.254509382284382
comp10315_c0_seq1,1.34687998224852
comp10317_c0_seq1,0.329399778846152
comp10319_c0_seq1,-0.215750352136752
comp1032_c0_seq1,-0.184147808731809
comp10320_c0_seq1,-1.56210138461538
comp10321_c0_seq1,0.570578663461538
comp10322_c0_seq1,0.0255913284023668
comp10323_c0_seq1,-0.42679516468039
comp10324_c0_seq1,-0.0865130781065089
comp10326_c0_seq1,-0.225661242063492
comp10327_c0_seq1,0.0827498257918553
comp10329_c0_seq1,-0.0204504874999998
comp1033_c0_seq1,-0.174957029475195
comp10330_c0_seq1,-0.48149378185993
comp10332_c0_seq1,0.0398585515821965
comp10333_c0_seq1,0.130820144270015
comp10334_c0_seq1,0.144877358974355
comp10335_c0_seq1,-0.0023860139860119
comp10336_c0_seq1,0.0345418223776224
comp10337_c0_seq1,0.8500815982906
comp10338_c0_seq1,-0.817531769230769
comp10339_c0_seq1,-0.309610430769231
comp1034_c0_seq1,0.0455935230769231
comp10341_c0_seq1,0.0763412366863905
comp10342_c0_seq1,-0.22015862443439
comp10343_c0_seq1,-0.0924776050516647
comp10344_c0_seq1,-0.183537375291372
comp10346_c0_seq1,-0.0840468159340659
comp10348_c0_seq1,0.801076557692298
comp10349_c0_seq1,-0.189072036036038
comp1035_c0_seq1,-0.273766120879121
comp10352_c0_seq1,-0.0385309743589743
comp10353_c0_seq1,-0.012269748798077
comp10355_c0_seq1,-0.245922051282051
comp10356_c0_seq1,0.17356436666666
comp10357_c0_seq1,-0.454488382284381
comp10358_c0_seq1,-1.55894230769232
comp10359_c0_seq1,0.100205258741259
comp1036_c0_seq1,-0.102497274725275
comp10360_c0_seq1,-0.54388703773585
comp10362_c0_seq1,0.229100290598291
comp10363_c0_seq1,-0.227323421978024
comp10364_c0_seq1,-0.119579142857143
comp10365_c0_seq1,-0.0961855562851783
comp10366_c0_seq1,-0.152105397324415
comp10370_c0_seq1,0.141104935384615
comp10371_c0_seq1,-0.833998538461539
comp10372_c0_seq1,0.885159083916085
comp10373_c0_seq1,-0.145302408188586
comp10374_c0_seq1,-0.214110987179487
comp10375_c0_seq1,0.183161604395604
comp10376_c0_seq1,-0.999694730769231
comp10377_c0_seq1,-0.142117573855592
comp1038_c0_seq1,-0.141167330153051
comp10380_c0_seq1,1.41325561538461
comp10383_c0_seq1,-0.0654610416289589
comp10384_c0_seq1,0.393387789473685
comp10385_c0_seq1,-2.59041376923078
comp10386_c0_seq1,-0.0179457307692275
comp10387_c0_seq1,-0.576837464387467
comp1039_c0_seq1,-0.0554803700623701
comp10390_c0_seq1,-0.285123208791205
comp10391_c0_seq1,0.616437156108603
comp10393_c0_seq1,-0.0911529041835359
comp10394_c0_seq1,-0.00777718858560794
comp10395_c0_seq1,-0.00170247809829061
comp10396_c0_seq1,-0.839725400641022
comp10397_c0_seq1,-0.212155651012146
comp1040_c0_seq1,-0.166992922161173
comp10400_c0_seq1,-0.210795440828402
comp10401_c0_seq1,0.964171993006993
comp10402_c0_seq1,-0.128255768263183
comp10403_c0_seq1,-4.73271061538461
comp10405_c0_seq1,-0.224739850961538
comp10406_c0_seq1,0.735064025641037
comp10407_c0_seq1,-0.289757341243862
comp10408_c0_seq1,0.216186653846154
comp10409_c0_seq1,0.330807219266717
comp1041_c0_seq1,-0.0547688134878819
comp10410_c0_seq1,0.0262082061337354
comp10411_c0_seq1,0.0433485987179487
comp10413_c0_seq1,-0.589360261538459
comp10414_c0_seq1,-0.137253254484646
comp10415_c0_seq1,0.0660954431687715
comp10417_c0_seq1,-0.01833623846154
comp10418_c0_seq1,-0.0861762692307622
comp1042_c0_seq1,-0.271962560897437
comp10421_c0_seq1,-0.0119582573964497
comp10422_c0_seq1,0.0270674289940827
comp10423_c0_seq1,-0.108554047418335
comp10424_c0_seq1,0.0488115957727873
comp10426_c0_seq1,-0.0708991108597274
comp10427_c0_seq1,-0.0318138035458966
comp10428_c0_seq1,-0.900153489510487
comp10429_c0_seq1,0.109704978021978
comp1043_c0_seq1,0.0844827970540099
comp10430_c0_seq1,0.518477646153846
comp10431_c0_seq1,-0.709992083916084
comp10433_c0_seq1,-0.343298942307692
comp10434_c0_seq1,-0.205525369565217
comp10435_c0_seq1,-0.459160980769227
comp10436_c0_seq1,-0.10201852394775
comp10437_c0_seq1,0.899396576923077
comp10438_c0_seq1,-0.0735072120582121
comp10439_c0_seq1,-0.152604270063871
comp1044_c0_seq1,0.183727256410257
comp10440_c0_seq1,0.436233952380952
comp10441_c0_seq1,-0.15615735566584
comp10442_c0_seq1,-1.30830971794872
comp10443_c0_seq1,0.021513435897436
comp10445_c0_seq1,0.345162769230769
comp10446_c0_seq1,0.0948718897435903
comp10451_c0_seq1,-0.0350309725274727
comp10452_c0_seq1,0.953737658119658
comp10453_c0_seq1,-0.167627250447227
comp10454_c0_seq1,0.344927435897436
comp10455_c0_seq1,0.0948706153846146
comp10456_c0_seq1,0.295954828402367
comp10457_c0_seq1,-0.512776199095015
comp10458_c0_seq1,-0.0987698469205212
comp10459_c0_seq1,-0.184903015384615
comp1046_c0_seq1,-1.26089246153846
comp10460_c0_seq1,0.106955674825175
comp10461_c0_seq1,0.41801294017094
comp10462_c0_seq1,-0.0645649101782366
comp10466_c0_seq1,-0.147763025641027
comp10467_c0_seq1,-0.215529456730764
comp10471_c0_seq1,0.439825982110913
comp10474_c0_seq1,1.17669018629807
comp10475_c0_seq1,-0.207025582417582
comp10477_c0_seq1,-0.475265939271255
comp1048_c0_seq1,0.837833794871784
comp10480_c0_seq1,0.91994815384615
comp10483_c0_seq1,-2.87356976923077
comp10484_c0_seq1,2.17733628994083
comp10485_c0_seq1,0.410519596153846
comp10488_c0_seq1,0.00735912850467302
comp1049_c0_seq1,0.149702721767593
comp10491_c0_seq1,-0.165479369130869
comp10493_c0_seq1,-0.902510626373626
comp10494_c0_seq1,0.431832105769231
comp10495_c0_seq1,0.17020746745562
comp10498_c0_seq1,0.0559890749250749
comp105_c0_seq1,-0.230574738461538
comp1050_c0_seq1,-0.628134778846153
comp10500_c0_seq1,-0.216101211538462
comp10503_c0_seq1,-0.122250241610738
comp10504_c0_seq1,-0.665362085972852
comp10505_c0_seq1,-0.223041153846154
comp10506_c0_seq1,0.165081586538462
comp1051_c0_seq1,0.21897282478632
comp10512_c0_seq1,-0.0666825415800416
comp10513_c0_seq1,-0.0606465490472825
comp10514_c0_seq1,-0.265252
comp10515_c0_seq1,-1.21924411538463
comp10516_c0_seq1,0.0124549948717949
comp10517_c0_seq1,0.153270912820513
comp10518_c0_seq1,-0.30538767032967
comp10519_c0_seq1,-0.209627988764044
comp1052_c0_seq1,0.0432854761273209
comp10521_c0_seq1,0.0719893527851472
comp10522_c0_seq1,-0.0764565217391304
comp10523_c0_seq1,-0.789196846153857
comp10524_c0_seq1,-0.064956802612482
comp10525_c0_seq1,0.256707472148541
comp10527_c0_seq1,-0.175804466666667
comp10528_c0_seq1,-0.0207682695384617
comp10529_c0_seq1,-0.0777594968602826
comp1053_c0_seq1,0.000695456233421821
comp10531_c0_seq1,-0.0749908774445892
comp10532_c0_seq1,-0.0518185521765058
comp10534_c0_seq1,-0.128357395833333
comp10535_c0_seq1,0.0182009701492536
comp10537_c0_seq1,0.415624468864468
comp10538_c0_seq1,-0.0432022337278113
comp10539_c0_seq1,-0.154918213675215
comp1054_c0_seq1,-0.196706775147929
comp10540_c0_seq1,0.131706507211539
comp10542_c0_seq1,-0.098138283882784
comp10543_c0_seq1,0.00171321742755914
comp10544_c0_seq1,0.1127187
comp10545_c0_seq1,1.06189284615385
comp10546_c0_seq1,-0.274410455128205
comp10548_c0_seq1,-2.48917746153847
comp10549_c0_seq1,-0.0847391703296704
comp1055_c0_seq1,-0.426567769230769
comp10550_c0_seq1,-0.0498411923076922
comp10552_c0_seq1,-0.500488576923075
comp10555_c0_seq1,-0.0079063165680473
comp10557_c0_seq1,-1.20669203076923
comp10559_c0_seq1,0.00968115247252732
comp10560_c0_seq1,0.0198503942307693
comp10561_c0_seq1,-0.0437899454382826
comp10562_c0_seq1,0.752099205128205
comp10564_c0_seq1,0.334784335515549
comp10565_c0_seq1,-0.0222974990238187
comp10566_c0_seq1,-0.100470793706294
comp10568_c0_seq1,-0.0118933690896261
comp10569_c0_seq1,-0.0693215016366615
comp1057_c0_seq1,0.0370924730769231
comp10571_c0_seq1,0.928036430769231
comp10574_c0_seq1,1.70675496153846
comp10576_c0_seq1,-1.98583976923077
comp10577_c0_seq1,-0.0913809332449158
comp10579_c0_seq1,0.464941992673993
comp1058_c0_seq1,0.299235788461538
comp10582_c0_seq1,-0.170716697802199
comp10583_c0_seq1,0.0109517405004635
comp10584_c0_seq1,0.102713681318681
comp10585_c0_seq1,0.141916519230769
comp10586_c0_seq1,0.0785693104395604
comp10587_c0_seq1,0.198332367521368
comp10588_c0_seq1,-0.258650661928651
comp10589_c0_seq1,-0.115877779914534
comp1059_c0_seq1,0.139821466346154
comp10590_c0_seq1,-1.14112642307692
comp10591_c0_seq1,0.717273971659921
comp10592_c0_seq1,-0.125221363636371
comp10593_c0_seq1,-0.714298492307691
comp10595_c0_seq1,0.0890988238213395
comp10596_c0_seq1,0.71300573076924
comp10597_c0_seq1,-0.0650268232180664
comp10598_c0_seq1,-0.0862857692307692
comp106_c0_seq1,-0.368560618343196
comp10600_c0_seq1,0.266079253846158
comp10604_c0_seq1,-0.132298833333333
comp10606_c0_seq1,0.168156835664336
comp10607_c0_seq1,-0.687562923076923
comp10608_c0_seq1,0.0169368974358974
comp10609_c0_seq1,-0.309132299145299
comp10610_c0_seq1,-0.0374208412542871
comp10611_c0_seq1,-0.038954911455451
comp10612_c0_seq1,0.365753479638009
comp10613_c0_seq1,-0.20936789044289
comp10614_c0_seq1,-0.52521989010989
comp10615_c0_seq1,-0.969077076923071
comp10616_c0_seq1,-0.0715023089330026
comp10618_c0_seq1,-0.168707928205128
comp10619_c0_seq1,-0.19220899321267
comp1062_c0_seq1,-0.388168766968327
comp10620_c0_seq1,-0.0108515205320994
comp10621_c0_seq1,-0.319285221538462
comp10622_c0_seq1,-3.05140523076923
comp10625_c0_seq1,0.246488454849498
comp10627_c0_seq1,-0.139829696832578
comp10628_c0_seq1,-0.0089126972439324
comp10629_c0_seq1,-0.285988085470085
comp1063_c0_seq1,-0.0065145925925929
comp10631_c0_seq1,0.967026779020976
comp10632_c0_seq1,0.0681279984301413
comp10632_c1_seq1,-0.203937775147929
comp10633_c0_seq1,0.275963006837607
comp10636_c0_seq1,-2.24071861538462
comp10637_c0_seq1,-0.225778256410256
comp10638_c0_seq1,0.189642597285069
comp10639_c0_seq1,-0.0282577115384615
comp10640_c0_seq1,0.0625139511705686
comp10645_c0_seq1,-0.0960578461538462
comp10646_c0_seq1,0.658567572169403
comp10648_c0_seq1,0.242297693269231
comp10649_c0_seq1,0.189322764835165
comp1065_c0_seq1,-0.130085895857988
comp10650_c0_seq1,-3.18101134615385
comp10651_c0_seq1,0.329359269635627
comp10653_c0_seq1,4.69951054871795
comp10655_c0_seq1,-0.266943807692308
comp10656_c0_seq1,-1.00183300641026
comp10657_c0_seq1,0.0646854331983775
comp10658_c0_seq1,0.695701075839653
comp10659_c0_seq1,0.796514208791209
comp1066_c0_seq1,-0.000711599739243951
comp10660_c0_seq1,0.0397747051282051
comp10661_c0_seq1,-0.742724296703301
comp10662_c0_seq1,-0.0546690666666666
comp10665_c0_seq1,0.0447208393970894
comp10666_c0_seq1,0.0254174871794872
comp10668_c0_seq1,1.23837838461539
comp1067_c0_seq1,-0.246702561538461
comp10671_c0_seq1,-0.0220507148174409
comp10672_c0_seq1,0.946068094017107
comp10673_c0_seq1,-0.147589734181608
comp10674_c0_seq1,-0.049775535053554
comp10675_c0_seq1,-0.351563403846153
comp10676_c0_seq1,-0.0379707763864042
comp10678_c0_seq1,-0.136897052360412
comp10679_c0_seq1,-0.120585292899408
comp10682_c0_seq1,0.0446395210918116
comp10684_c0_seq1,-0.0358992197408325
comp10687_c0_seq1,-0.0905176153846153
comp10688_c0_seq1,-0.0843771124260329
comp1069_c0_seq1,0.961134953846155
comp10690_c0_seq1,0.0857139135746607
comp10695_c0_seq1,-0.145736258547008
comp10697_c0_seq1,-0.146948835268505
comp10698_c0_seq1,-1.60399548717949
comp10699_c0_seq1,-0.25046975
comp107_c0_seq1,0.0591542241758242
comp1070_c0_seq1,1.77586720512821
comp10700_c0_seq1,-0.0352175842490843
comp10701_c0_seq1,-0.444976190635451
comp10702_c0_seq1,0.0433442112125162
comp10703_c0_seq1,-0.368076384615384
comp10705_c0_seq1,0.417751343891396
comp10706_c0_seq1,0.00979208906882612
comp10707_c0_seq1,-1.37431230769231
comp10708_c0_seq1,-0.974954076923077
comp10709_c0_seq1,-0.0122235555555557
comp1071_c0_seq1,-0.535132641025641
comp10710_c0_seq1,0.0264241952662723
comp10711_c0_seq1,0.0355287902097902
comp10713_c0_seq1,-0.196487802197802
comp10714_c0_seq1,-0.322179068376066
comp10715_c0_seq1,1.22475037934668
comp10716_c0_seq1,-0.337240957613815
comp10717_c0_seq1,-0.289120149688149
comp10719_c0_seq1,-0.117310329562594
comp1072_c0_seq1,-0.076351508097166
comp10720_c0_seq1,1.29322434397677
comp10721_c0_seq1,-3.82323273076923
comp10722_c0_seq1,-0.059421554069119
comp10723_c0_seq1,1.98837904733728
comp10724_c0_seq1,-0.18586258161351
comp10725_c0_seq1,-0.169680552981156
comp10726_c0_seq1,-0.167287688902646
comp10728_c0_seq1,-0.280427905982906
comp10729_c0_seq1,-0.071534592888244
comp1073_c0_seq1,0.0279783028846153
comp10730_c0_seq1,0.113500230769231
comp10731_c0_seq1,-0.117221950641026
comp10732_c0_seq1,-0.183024912767645
comp10736_c0_seq1,0.328546938461538
comp10737_c0_seq1,-3.14928495726496
comp10738_c0_seq1,-0.799755769230769
comp10739_c0_seq1,0.497182102564103
comp10741_c0_seq1,0.0646753589743589
comp10742_c0_seq1,1.0311416625641
comp10743_c0_seq1,-0.100152482517483
comp10744_c0_seq1,-0.195269354596623
comp10745_c0_seq1,-0.225885656410256
comp10746_c0_seq1,-0.0140802376373621
comp10747_c0_seq1,-0.00932539053254444
comp10749_c0_seq1,0.942863769230769
comp1075_c0_seq1,0.132599038461539
comp10751_c0_seq1,-0.0859992376992382
comp10752_c0_seq1,0.597080923076923
comp10753_c0_seq1,-0.0439076950409996
comp10754_c0_seq1,2.46849078571428
comp10756_c0_seq1,-0.0260994909090909
comp10757_c0_seq1,-1.08750630769231
comp10758_c0_seq1,-0.0518903487179472
comp10759_c0_seq1,-0.147065208791209
comp1076_c0_seq1,-0.0561766282051283
comp10761_c0_seq1,-0.118748510603882
comp10762_c0_seq1,-0.249451307692308
comp10767_c0_seq1,4.27772038461538
comp10768_c0_seq1,-0.599612351648352
comp10769_c0_seq1,-0.059573846153846
comp1077_c0_seq1,-0.199719344481606
comp10770_c0_seq1,0.0784877619047619
comp10771_c0_seq1,0.205024012237761
comp10773_c0_seq1,-0.089082532051282
comp10774_c0_seq1,0.296303383099659
comp10775_c0_seq1,-0.0524023782051284
comp10776_c0_seq1,-0.492594346153846
comp10778_c0_seq1,0.0320478256713699
comp10780_c0_seq1,-0.0639317155635062
comp10781_c0_seq1,-0.11200114017094
comp10782_c0_seq1,-0.105387049773755
comp10787_c0_seq1,0.0573617423076924
comp10788_c0_seq1,0.0517275029585798
comp10789_c0_seq1,0.187006086726999
comp1079_c0_seq1,1.4664466555184
comp10791_c0_seq1,-0.108412063461539
comp10792_c0_seq1,-1.49616234065934
comp10793_c0_seq1,-0.0335428371040722
comp10794_c0_seq1,0.739171192307694
comp10795_c0_seq1,0.18304917047817
comp10796_c0_seq1,0.0614342334630349
comp10798_c0_seq1,-0.0192378327759197
comp10799_c0_seq1,-0.0664775384615385
comp108_c0_seq1,0.0640081569230766
comp1080_c0_seq1,-0.673112807692309
comp10800_c0_seq1,0.0591203717948758
comp10801_c0_seq1,0.16180391538461
comp10802_c0_seq1,0.0304335720069417
comp10803_c0_seq1,0.210693897616468
comp10806_c0_seq1,0.133222548076924
comp10807_c0_seq1,-0.108869646234676
comp10808_c0_seq1,0.121290163461539
comp10809_c0_seq1,-0.811438556043953
comp10811_c0_seq1,0.128688576923077
comp10812_c0_seq1,3.55349589743589
comp10813_c0_seq1,-6.77094569230769
comp10814_c0_seq1,1.36149373076923
comp10816_c0_seq1,-0.217591485119048
comp10817_c0_seq1,-0.0893701446391446
comp10818_c0_seq1,0.0257575084134616
comp10819_c0_seq1,-0.0945637241379309
comp10821_c0_seq1,0.0410162785145888
comp10822_c0_seq1,0.695089846153846
comp10823_c0_seq1,-0.281785753651412
comp10824_c0_seq1,1.51952530769231
comp10827_c0_seq1,-0.797863461538455
comp10830_c0_seq1,1.19507452605459
comp10831_c0_seq1,0.524421194871795
comp10832_c0_seq1,-0.000347910142954433
