sample_uid	A3	A3t	A3ac	A3ae	A3ak	A3af	A3al	A3m	695980_A	33927_A	903851_A	903841_A	22415_A	A4	A3b	903839_A	363624_A	363581_A	364304_A	33881_A	73508_A	903838_A	363677_A	34357_A	529468_A	1150880_A	363573_A	904723_A	50857_A	363698_A	903844_A	363657_A	363585_A	363590_A	903852_A	697372_A	903840_A	364724_A	363172_A	903845_A	363701_A	363646_A	1150882_A	903842_A	364417_A	A3w	823222_A	903846_A	903853_A	363703_A	903854_A	1150883_A	364576_A	363583_A	22426_A	53434_A	1150881_A	364714_A	891954_B	1150877_B	29324_B	B19	B1	1150879_B	B5	1150878_B	C91g	G3b	892101_G
109466	0.8084177786696097	0.057469649844486805	0.00849804354369419	0.056797431524029295	0	0.026136249623758403	0	0.005698806059997993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027249924751680546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005518210093307916	0	0	0	0	0	0	0.004213905889435136	0	0	0	0	0	0	0	0	0	0	0
109461	0.7803169985913718	0.03545620082685326	0.005239409521410002	0.040483743515157065	0	0.06486560771424318	0	0.006504884389422692	0	0.006224303988822593	0	0	0.005205052737663051	0	0	0	0	0.005560072836381543	0.008096748703031413	0	0	0	0.01020969090346889	0	0	0	0	0	0.007014510015002463	0.007518409509957741	0	0	0.0058005703226101995	0	0	0	0	0	0	0	0.00608687685383479	0.005416919570769249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109453	0.7569524549623388	0.06141149710002388	0.010276398282275135	0.05211862177268882	0	0.03112060905569654	0	0.007200359410857607	0	0.056016286816340244	0	0	0.012300108066102456	0	0	0	0	0	0	0	0	0	0	0	0.005840426436125648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006678242286630159	0	0	0	0	0	0	0	0	0	8.499581092074747e-05	0	0	0	0	0	0	0	0	0
109451	0.7418507448746089	0.05497828421986643	0.0372904310465605	0.024214262363984496	0	0.05685798346798674	0	0.009935553168635876	0	0	0	0	0.006421332835193574	0	0	0.02619903796758978	0.004728435996824359	0	0	0.00587260075654976	0	0.006164479521785831	0	0	0.007063466118712931	0	0	0	0.005463970485219259	0	0	0	0	0	0	0	0.006888338859571288	0	0.0060710783169102885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109452	0.7341390052061273	0.055932357877015296	0.03693079764732375	0.025054822503766533	0	0.05742288658577778	0	0.010707143278412533	0	0	0	0	0.006074708730316175	0	0	0.022894092037466958	0.0059674764491102405	0.007742170703068452	0.00480936781208615	0.005286551463452558	0	0.005876329010085196	0	0	0.007768978773369935	0	0	0	0	0	0	0	0	0	0	0	0.006830696312818011	0	0.006562615609803175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109469	0.6594631723554898	0.01770051780619254	0.18490436436647997	0	0.08052414667652964	0	0	0.01442460107788228	0.006472577406742048	0	0	0	0	0	0.01009193701785903	0	0	0.005204480608686463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005204480608686463	0	0	0.006683926873084645	0	0	0	0	0.004834619042586918	0.004491176159780196	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109456	0.6794933980059283	0.026982843797718495	0.16663971975208838	0	0.059337105901374296	0	0	0.023318063415072306	0.008066109763765383	0	0	0	0.005425312135093865	0	0.014659121530584749	0	0	0	0	0	0	0	0	0	0.004616904697745441	0	0	0.007096020838947274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004365400161681488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109457	0.6758294851870489	0.02806289437005437	0.1624993877105719	0	0.06260937715692867	0	0	0.024371345745367753	0.009832254961770875	0	0	0	0.005432677107500211	0	0.015300556181451415	0	0	0	0	0	0	0.005486113275770706	0	0	0	0	0	0.00557962657024407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004978469677201013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.781205609016463e-05	0	0	0
109458	0.634012954277145	0.026616891611626944	0.14004658434638334	0	0.05541622794422641	0	0	0.0203950097316614	0.010931367856800996	0	0	0	0.01336906927028493	0.073667081458792	0.014900609425353371	0	0	0	0	0	0	0	0	0	0	0	0	0.00622188187996554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004422322197760123	0	0	0	0	0	0	0	0	0	0	0	0	0
109465	0.5495403866030392	0.064758208167484	0.19583599058782133	0	0.05418050271589735	0	0	0.012694346095485233	0.06905196490224969	0	0	0	0	0	0.009450663030809492	0	0	0	0	0	0	0	0	0	0	0	0.024745453345941547	0.004827040221670002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009901479999120357	0	0	0	0	0	0	0	0	0.005013964330481824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109470	0.5792106616047772	0.09775774113180685	0.13999288171787874	0	0.03715347807173647	0	0	0.007849883339265236	0.07531537944398307	0	0	0	0	0	0	0	0	0.004745521414165382	0	0	0	0	0	0	0	0	0	0	0	0	0.01892276663898446	0	0	0	0	0.013781785106971962	0	0	0	0.012536085735753549	0	0	0	0	0	0.004508245343457113	0	0.008225570451219995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109459	0.6746207223680083	0.1708375092763314	0.036332616728763895	0	0.010144672516812156	0	0.09124849857316635	0.007153294723393187	0	0	0	0.0096626858135247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109460	0.6871699691535526	0.1551994562660114	0.03897631620222722	0	0.00967219114340984	0	0.08401735766194385	0.007633188686150468	0	0	0	0.007293354943273906	0	0	0	0	0.0049929419145710256	0.005045224028859727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109464	0.7001000142877554	0.15187883983426204	0.02828975567938277	0.0067152450350050005	0	0	0.061865980854407775	0.011573081868838405	0	0	0	0.027289612801828834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007286755250750107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005000714387769682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109463	0.6607399990710013	0.1708273765592985	0.03629804342552785	0	0	0	0.05693729774924261	0.013604669766769717	0	0	0	0.034563912529611836	0	0	0	0	0	0	0.0065494407943971055	0	0	0	0.005604958788585703	0	0	0	0	0	0	0.005914625019999277	0	0	0	0	0.008959676295566096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109455	0.8745870218028416	0.04189058259263048	0	0.0535713211089781	0	0	0	0.005596644420506587	0	0.008882416306094324	0	0	0	0	0	0	0.005602662317732938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009869351451215915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
