#Feature ID	taxonomy	Confidence
17fe28de5ff36956438136d4a7ddc775	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__uncultured	0.9089603901967293
028e0700862d12dca647bdd17d48f95c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicomonadaceae; g__Endozoicomonas; s__Endozoicomonas_atrinae	0.8457836419310466
708f1681b3bf586e98281d8ad489e8a5	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Parvibaculales; f__Parvibaculaceae; g__Pyruvatibacter; s__Pyruvatibacter_mobilis	0.9108838134302654
81e7d95949d244569fc45f6ed6b57ce4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Photobacterium; s__Photobacterium_leiognathi	0.9620437434605016
4b8d123b29c43c66f09ad965523c2fc1	d__Bacteria	0.996018549175501
b5b9c462cdc2dbe74ab41576db4bcfa2	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_diatom	0.7508454732114229
fcf99d32b80ebb028bea2627e65400f7	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Gracilibacteria; f__Gracilibacteria; g__Gracilibacteria; s__uncultured_bacterium	0.9790590490804858
cad07e000b05e25fdcb25c84144886d5	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Ekhidna; s__Ekhidna_sp.	0.98269549454335
b2700590e18a053d8bad511f98e600b3	d__Bacteria	0.9962787998352972
51d9367cd22673dd4a46c6020a03d0f9	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	0.9999999999999627
e2685cc97c6d16febe7e5bd716c3bfc0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	0.9999999999999746
eff44bb4ba09a60005974b1abb2b3cee	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Rivularia_PCC-7116	0.9998190025513735
a1cb2563ed126f993f1fcb87f1738921	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio_coralliilyticus	0.8871413964150352
650aeb989d806739c815b4f4f95ae4d3	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Planoglabratella_opercularis	0.8326988853779572
d09d1b2ffec020958a0a36ef20e8f47e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__uncultured; s__uncultured_Hyphomonas	0.7611299523576521
131ce6d96710f4e19aba5c654ed76cca	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae	0.9999876105244629
f3bb18df2723ec860fc9f257d833b89f	d__Bacteria	0.9959888864866907
154db1f1060b03e92ab7385667c0d7c4	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiales_Incertae_Sedis; g__Dichotomicrobium	0.7916454359309666
11c4f0648a4d7475748ffe2076adb07c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Terasakiispira; s__uncultured_bacterium	0.9990355430868293
fccf02ff1e98b172a20c020e3f057d2b	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Rubritaleaceae; g__Roseibacillus; s__uncultured_Verrucomicrobia	0.806206135153531
8f1ff74efd2f69d0cad6828bd9c45b35	d__Bacteria	0.9963773296303905
1bc6d37b772eb34d84e1e8540d405c09	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.99999995738697
6750e668c9ae5b14cda3a5526bd066cd	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Oscillatoriaceae; g__uncultured; s__uncultured_cyanobacterium	0.960878540129504
98deaa52676d1d5700988bb615b50bbe	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Phormidesmiales; f__Phormidesmiaceae; g__Acrophormium_PCC-7375; s__Leptolyngbya_sp.	0.9336965812301893
36ba27c7355037943aa73d1de4480aaa	d__Bacteria	0.9961137322035485
88da1e28bc330fc20b0372d280d49ffa	d__Bacteria	0.9965815846663051
06f5c0a3c9f9dc4ba2362478830fe813	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Terasakiispira; s__uncultured_bacterium	0.9982420628527082
1008fa1019b1570b9f11a0bb9549b541	d__Bacteria; p__Verrucomicrobiota; c__Chlamydiae; o__Chlamydiales; f__Chlamydiaceae; g__uncultured; s__uncultured_organism	0.7001317200719319
ee5bb8e153fa5f0ca70c0b8cfe94e340	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	1.0000000000000047
a6633d53ebc9df397fe4b1f882fc0472	d__Bacteria	0.9275339371166805
b7273981048dd616c14022f6949eb8a6	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae	0.9999999960011957
38e3d5935b0ad023d69787716ee64654	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.9999999593998202
9b5796ad36f440d0331bebe1d5ed3378	d__Bacteria	0.9962865392900385
fe4b60ac9d7e925de5566e629f37a623	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Muricauda; s__Bacteroidetes_bacterium	0.9862441156646361
3670f71fc4469753e1e66d1201964a83	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Fokiniaceae; g__MD3-55; s__uncultured_Alphaproteobacteria	0.9993789711486445
2e26398a85f0bcea1df4efa2ba55e35d	d__Bacteria	0.9491344998259941
974ca6433b9d53a830113bcfde473a0a	d__Bacteria; p__Bacteroidota; c__Bacteroidia	0.9993969976506675
2d613fce7c15fa8d4db1819121655a5b	d__Bacteria	0.9965280113156759
