sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26
ITS011,109455,-0.005852871870773423,-0.013897908540494799,0.007644497261865964,-0.0014283361924538557,0.0006450655435145625,-0.00010472545158440453,0.003099353989778732,0.0006093931125162238,-2.353393657544314e-06,0.002591676129388067,0.002164598275667447,0.003904578459934497,0.0011508072114856079,-0.004173844692666147,0.0007331028878925612,-5.8881809196196175e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS012,109456,0.016921491206307624,0.008416513912066938,-0.007351520587502727,0.0008578720570985068,-0.001953524602175757,-0.0032051202347507636,-0.004093606518005568,-0.0003628704370313114,0.0002446019944034129,-0.0010766769115693445,0.0033784328809048536,-0.001667506526508886,-0.0038218697684836204,-0.0014736775966276271,0.0009895162602712522,0.00015704668020206477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS013,109457,0.016597756553576756,0.0068413352670977584,-0.010199632904105752,-0.0012988848110555306,-0.004404577306698256,-0.00020918799157108484,-0.007159812924299073,-0.0064542893446079275,-0.002439427169111283,-0.0011621741113857099,-0.002153071803152662,-0.00046004360760222454,0.0007474581275134566,-0.0008535650540626745,-1.9270042272809558e-05,6.640956073976967e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS014,109458,0.10495610996194063,0.011988070157607479,0.006983533089493817,0.001261592477046275,-0.0012001196037346904,0.002274770923309118,0.003286453009235111,-0.00020238463943096418,0.000999920839001247,-8.373379410100486e-05,-4.7117096163727104e-05,6.284191740599734e-05,0.0006772890647622737,0.0003325060782002956,3.6363260412542296e-05,3.776797726136297e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS015,109459,-0.014144491065664747,0.031219119236403595,0.0036237802380059054,-0.0002724559831892409,-0.0044282531551135,-0.0014081731281134929,3.076791466251912e-05,-0.0004800490437601371,0.004111284639588786,0.002940178331000845,-0.002846018630469566,0.0024372150578116382,-0.0015047879512610932,0.0006289270513093163,0.0007998471595000277,-3.371461860058586e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS016,109460,-0.013914824716103958,0.02678653266502825,-0.004307322250612848,-0.007048169489230878,0.0003295704547559973,0.008591225345322685,0.005054628782037385,0.0018458735572412432,0.0006735262982826199,0.004860738759216213,0.00015559838188736316,0.0020353533702122855,-0.00010107978225702188,0.0006301287238308931,-5.0047318803116444e-05,6.988867326763108e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS017,109461,-0.0032581460787431235,-0.014178603238140635,-0.010320019943719314,0.013117939941927106,0.011497146570363924,0.006017360822004491,0.00039099407366381656,0.001349058635417229,0.0017105000161097505,-0.0034050059881392068,-0.0007161182698629131,0.002821569668581659,-0.0002721690191966096,-0.0007080099419290713,-2.8548987172138903e-05,4.617394775143231e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS018,109462,0.0012724623134042217,-0.006950559930852172,0.0026028865569400665,0.007179893432149403,0.0008406474854029593,-0.00044354184355308376,0.0029089562361119875,0.0016937575544919254,0.0004989370345816378,-0.0029784659872558314,0.0005711518841604588,0.0008811058285181984,0.004297734136665053,0.0012315283904489303,0.00018425255622463567,-1.6480634249674878e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS019,109463,-0.023093183640827367,0.037887776284631976,-0.0011791781202234,0.014371386487969635,0.00020714655791722271,0.0016491527043387341,0.001162214610327917,-0.004543466976010999,-7.404166847366065e-05,-0.0009017536303507648,0.0017324910457517779,-6.302470711667392e-05,-7.298840594640583e-05,0.0007259063154441489,-0.0002221473357106219,-4.7827838084873244e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS020,109464,-0.021672097129091794,0.03379063591077565,0.004430768414616151,0.0029561491430745977,-0.010450955492143397,-0.0018043033216462556,0.001775577727304459,0.0041128442457460945,-0.003177431028101408,-0.0037393680091391975,0.00012176870535845198,-0.002797432409995362,0.0018621436590235483,-0.001591856298512076,-0.00042640492311783474,-1.6186683243743494e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS021,109465,0.009991119214014244,0.006917949341712117,0.0014864278961572277,-0.000314075237617658,0.003784176540287202,-0.006531738884359657,-0.008116766232100704,0.0005876827536518222,-0.004613127610240033,0.004715087884116354,0.0021994263027309033,0.0030233544342945593,0.0010548454852959423,0.0010486450766191242,-0.0012192429335037694,-0.0001325699540261199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS022,109466,-0.0029948983161939354,-0.008204085259102354,0.005543893111325988,-0.001352910366662302,0.0019005965377992377,-0.008411289024813761,0.007288199513061681,-0.00038048037809845797,-0.005222348587921632,-0.0028584727462376306,-0.004444476860301623,0.003338164245229028,-0.0026585331810539724,0.000719799267197476,-0.00023148160649048494,0.00018332076590714852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS023,109467,-0.0053978196713421025,-0.01620695590172041,0.004162834506272365,0.0004577252046598641,-0.00788292563454932,0.004943787624315736,-0.0062322256650008505,0.011631693590925429,-0.0034064618231636097,-3.0651803445381604e-05,0.0008931646195996842,0.0005654266614803148,-0.0005469293582997338,0.0011236481050652639,0.0007097935697098425,0.0001903022094965776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS024,109468,-0.004164125563340182,-0.008037979291522246,-0.003134820614953941,-0.005772620289638037,0.006414120582690373,0.0028216120209795144,0.008332450940136,-0.0035469651448749796,-0.005950611010855987,0.0008488215771628312,0.003743045375412168,-0.0028412658486750664,-0.0005270868267222281,0.0003060383523235846,0.0002607866186655463,-2.463607804901117e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS_016,109469,0.009612137008164963,0.010197715513625097,-0.008954137100014263,-0.0026644750274740295,0.00917046271094649,0.004440533426315112,-0.0016442085836880216,0.006567647186639146,2.703338458514958e-05,-0.001282829399458235,-0.002996962622305165,-0.0018951177550663469,-0.0016343885808287777,-0.0008577405809484981,-0.0006179097650937718,-0.0001972058857912016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS_025,109470,-0.012381005160548037,0.014576827027331622,0.0037733589350094003,-0.01486969400082066,0.018780360085772097,-0.004792479283612908,-0.0051195240615376746,-0.0006574817487748014,0.0018705826478337218,-0.002389299153289492,0.00033785951846162165,-0.0005938068687118542,0.001741846307890913,8.009942799900148e-05,0.0006181989520129171,0.00010393068640347489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.5022207973338056,0.2663713026613637,0.07072119629818946,0.04652212165160014,0.03938686968855242,0.0197447300254328,0.015652500324170406,0.013478652882004661,0.006970702271293894,0.0061375683898216805,0.004420405330739943,0.004077161362340823,0.0023322351861817573,0.001326672614903292,0.0005742712864546148,6.281269314472534e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
