sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26
ITS011,109455,-0.2004724478420232,-0.05408505532285755,-0.12708924520499626,-0.018226570548983953,0.027440078834612275,-0.01469215670522631,-0.07434078128090375,0.03624108748542166,0.004272647673300034,0.035833603769256726,0.02501760019122192,0.07725601058406248,-0.03317399504550968,-0.01697343843627118,0.023598729186333312,-0.0018508275831912147,-0.00598128190169782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS012,109456,0.2790912176461857,0.0634038758958648,-0.050874622419713515,0.014959370607377233,0.03065576692846805,0.0876769088899327,-0.0028297834009242216,-0.0020383267797009254,-0.02817398446186192,0.004033619256186684,-0.00919402223752319,0.03383673814141832,0.010808638935684943,0.04259251766718558,-0.008209141943008095,-0.015882803274180183,-0.007279099862706947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS013,109457,0.2807766210112493,0.06731634901328257,-0.048252064817964034,0.0039408958930128605,-0.011181571794907808,0.09149660603500874,-0.02893785555467625,0.019173993573503623,0.009130515473951759,0.008997653945352369,-0.05139679841765567,-0.020264108618127826,-0.008355918463615738,0.0012675169490817964,0.005649812506589852,-0.0018450653725368296,-0.009724224579971939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS014,109458,0.313428146116716,0.0718692099420965,-0.06441729754373164,0.018925840790419098,0.032246526514868,0.08354542412892861,-0.0014295916412253537,0.015665542735367556,0.02756026951592183,-0.010831872751696116,0.09059181337821043,-0.04641911870888067,-0.008378249004848277,-0.008717781976786985,0.02364794606325221,0.010162066979159575,0.007896336410173631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS015,109459,0.08896598841590708,-0.22200983052550702,0.09390016966798767,-0.018555299872317074,0.049233695533747054,0.026606593030923196,0.010029999986082606,0.020785465155468266,-0.001377442536651587,-0.034954322889535365,-0.02040646896752456,-0.016933844688819366,-0.032180851690799955,0.0009192949177617282,-0.005138337821649607,-0.02289029233564812,0.010098103553810668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS016,109460,0.08810801903117794,-0.184394512339504,0.12904892417293448,-0.060118343323429316,-0.022647536972543694,-0.016323548826309486,-0.03671489542000626,0.009552562299128025,-0.04021538626223274,-0.03349094788710813,0.016867291781457093,0.021339652621591945,-0.04184768806495246,-0.0072563021897110724,-0.006709175094901428,0.003101414745964854,0.003102033582361069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS017,109461,-0.1044364029502264,0.19665449410079672,0.11587123217538225,0.1584414816368104,-0.04230073697521771,-0.02358129679345364,-0.02119836574724151,-0.05009186523291232,0.05165231492813398,-0.040752533968106415,-0.006744640206562619,0.018632891086830434,-0.014742326248606916,-0.003807094056881996,0.0008223041280491706,0.0009873795139909442,-0.0007107163101501019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS018,109462,-0.1429029221589461,0.0871586417837212,-0.01819217404605795,0.04455676855295847,0.10134114486034727,0.03662069622809864,-0.00954049443734711,-0.026400898751213982,0.04293054989509005,-0.010687606169080113,0.031150185880540932,-0.020538645581677,-0.004530752431947626,-0.027754304691136572,-0.03062674184660379,-0.013716630148342145,-0.010826567967586251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS019,109463,0.058859241679295723,-0.17611485010686226,0.21945806361485531,0.10564449989214447,-0.009296445747965064,0.007444794459472918,-0.004091138326758876,-0.01937084898558806,0.042635209446470125,0.04011520176175981,0.011723393094995342,0.003057269330477256,0.014113930772593243,0.010097983788534657,-0.0026200654698762065,-0.004714934048550118,-0.00045040035020159325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS020,109464,0.0073536688304332,-0.20024091663089738,0.15537724097082325,-0.013952554452806722,0.03948604574779655,0.03472839437885157,0.030247964170465703,0.007667632809581441,-0.008956350809178134,0.012620739067990553,-0.00482171654420159,5.122343671120545e-05,0.04208554387059998,-0.014165318046908047,0.013506635296640241,0.023842469158692786,-0.014351139058319183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS021,109465,0.3278514155417591,0.0012256608395394212,-0.10904033074351628,0.011170724697889345,0.0021736914565125874,-0.05247798165338721,0.07758736188052448,0.027607597112709978,0.02864855601479627,0.08561758723063306,-0.023421658897282142,0.01733739308423051,-0.022430452823085943,-0.01545511809919347,-0.026750821620263116,0.013612905717649688,0.004268211027947923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS022,109466,-0.14342062047710633,0.0156890278837541,-0.02994827048919706,-0.029837727307053502,0.13126181645841625,-0.06534280235200114,0.02800069712976901,-0.09055422929521839,0.009023443355851615,-0.0025669547090139224,-0.04732814953917924,-0.037173798150578606,-0.03885576396331123,0.016045965076384686,0.01964282387591125,0.013205837113946947,-0.0005109790593316203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS023,109467,-0.11701405914230999,-0.021231381304896248,-0.045612200489057626,-0.09499713177270773,-0.14647650140475046,0.04688992813653702,0.13974848550287214,-0.08729052464623896,-0.04140448446727716,-0.00021357653147949476,0.030476697317038365,0.0016292947842593258,-0.013813057423874979,-0.006157472850946013,0.001068697093521311,-0.007874630879585114,-0.00641603549780795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS024,109468,-0.10742996304225749,-0.014996862761200703,-0.012678965753054458,-0.05166177645416469,-0.025651856896160237,-0.0599205637219361,-0.10517898827265229,-0.026012931070537284,-0.03898413192850615,0.059262854712471266,0.031029299865847567,-0.04078140261263065,-0.0018061692075935676,0.029510897925066778,-0.014624404396031796,0.0007633795113326855,-0.008065660224984417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS_016,109469,0.301971851802967,0.01799873917115792,-0.06607345286733844,0.030896831378357012,-0.03173442304800797,-0.00039355965533244855,-0.08326866353745321,-0.10106916652213545,-0.061544575205205926,-0.03184042411169974,-0.02531482709649446,0.023534065082232682,0.02403451454143585,-0.020004393996266467,0.002938809315198033,0.007382803891282847,0.0072807108168885595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITS_025,109470,0.274779224563861,-0.027180595386858252,-0.06111688908329123,-0.0190583287116017,-0.04010923729161584,-0.21466842457334318,0.02920508552307991,0.03683239443051874,0.04018160669345134,-0.062257893798339084,0.013361000697732025,-0.005578981473140318,0.018401745804369003,0.008463152347021847,0.00914012098097108,-0.009118771419014104,-0.008502965061271548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.4088859227926077,0.17017272624049198,0.1209846668870679,0.07518861324453724,0.05025868243906289,0.0469287198525675,0.030991520416590368,0.023904727071722254,0.019682751645071835,0.017071903319659153,0.01089168507888453,0.009692406068820021,0.006183172907963461,0.004060566793579788,0.0027100611421017867,0.0015811504054617984,0.0008107236938098802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
