repeat_family	C_meth_in_repeat	n	sem	C_meth_not_in_repeat	n	sem	ttest_C	CpG_meth_in_repeat	n	sem	CpG_meth_not_in_repeat	n	sem	ttest_CpG	CHG_meth_in_repeat	n	sem	CHG_meth_not_in_repeat	n	sem	ttest_CHG	CHH_meth_in_repeat	n	sem	CHH_meth_not_in_repeat	n	sem	ttest_CHH
DNA	76.4125875342976	154	2.391477781634139	57.000359601198355	3691974	0.020025498719942077	1.4634826252683999e-13	76.4125875342976	154	2.391477781634139	56.975811707566415	3689117	0.020032537428642073	1.3794949444100567e-13	NA	0	NA	87.36468793907652	1873	0.6031227100706246	NA	NA	0	NA	91.23579124240129	984	0.6907093680093369	NA
LINE	55.1826181991078	107	3.645167007534448	57.00122199646418	3692021	0.02002532022568183	0.618883065773113	55.1826181991078	107	3.645167007534448	56.97667508343768	3689164	0.020032359025542543	0.6236192263648405	NA	0	NA	87.36468793907652	1873	0.6031227100706246	NA	NA	0	NA	91.23579124240129	984	0.6907093680093369	NA
Low_complexity	55.249577998931024	1944	0.8364610041350303	57.00209203582398	3690184	0.020030711078066348	0.03633984414472078	55.15137337070571	1939	0.8373229010139834	56.97758286606597	3687332	0.02003774250044096	0.029348681182388807	91.66666603088379	4	8.333333969116211	87.35548092336371	1869	0.6041987763785821	0.6411395812506886	100.0	1	NA	91.22687546543527	983	0.6913547762302746	NA
SINE	65.20201084395163	229	2.4985251422199792	57.00066061294518	3691899	0.0200256334041075	0.0011910285878169872	65.20201084395163	229	2.4985251422199792	56.976112453363044	3689042	0.020032672345050406	0.0011520249902396804	NA	0	NA	87.36468793907652	1873	0.6031227100706246	NA	NA	0	NA	91.23579124240129	984	0.6907093680093369	NA
Satellite	50.0	1	NA	57.001171188519514	3692127	0.020025021901880383	NA	50.0	1	NA	56.976624941428135	3689270	0.02003206036873781	NA	NA	0	NA	87.36468793907652	1873	0.6031227100706246	NA	NA	0	NA	91.23579124240129	984	0.6907093680093369	NA
Simple_repeat	58.5655399774585	24254	0.2520246303734472	56.990824812995676	3667874	0.02008831677813734	4.785434242774373e-10	58.430190931264654	24162	0.252513748478633	56.967040495761886	3665109	0.020095190065390012	7.73875856935128e-09	96.96969708529386	22	2.3611930666157512	87.25052791680922	1851	0.6091844200292792	0.0005501840190833213	93.21428565979004	70	2.0013572274137936	91.08426541174788	914	0.7276396164637714	0.3199309301338939
all_repeats	58.47004853512876	26689	0.23903591218215772	56.99047400636075	3665439	0.02009548840426449	7.013761241680808e-10	58.3401822111111	26592	0.2394758359247795	56.96672325702162	3662679	0.02010235547827752	1.107483415153679e-08	96.15384615384616	26	2.3218936532476366	87.24096400102346	1847	0.6102850829653266	0.0008826319921077141	93.30985910120145	71	1.975281245586278	91.0745000945647	913	0.7283714272968687	0.29117002775527046
