repeat_family	meth_CpG	meth_CHG	meth_CHH	unmeth_CpG	unmeth_CHG	unmeth_CHH	within_meth_C	outside_meth_C	odds_ratio_meth_C	fisher_p_meth_C	within_meth_CpG	outside_meth_CpG	odds_ratio_meth_CpG	fisher_p_meth_CpG	within_meth_CHG	outside_meth_CHG	odds_ratio_meth_CHG	fisher_p_meth_CHG	within_meth_CHH	outside_meth_CHH	odds_ratio_meth_CHH	fisher_p_meth_CHH
DNA	210	1	0	113	463	1620	1.2718827119191686e-05	0.9999872811728808	0.6230338904619501	3.1672642948767943e-12	1.2695456374754397e-05	0.9999873045436253	0.2773493598329545	5.645901824179048e-24	2.5817111581556254e-05	0.9999741828884184	1.1846613513270423	0.5705236701200687	0.0	1.0	0.0	1.0
LINE	355	3	0	58	613	2172	2.1579810941566934e-05	0.9999784201890585	0.8165240005935882	0.00024726526130443413	2.146136672875148e-05	0.9999785386332712	0.9134823468204445	0.5101296663158335	7.745133474466877e-05	0.9999225486652553	2.6844501938181295	0.10368774504488283	0.0	1.0	0.0	1.0
Low_complexity	10847	223	87	2532	12309	129390	0.0006725305884778276	0.9993274694115222	0.5012601752304939	0.0	0.0006557505490331473	0.9993442494509669	0.6391250620876201	2.511630389622406e-83	0.005757215882687045	0.9942427841173129	9.988756273551962	4.67441794036229e-137	0.009162717219589257	0.9908372827804107	5.984055395430837	5.147011754834527e-38
SINE	534	0	0	64	769	1894	3.2188880007812135e-05	0.9999678111199922	1.2697668444501984	8.627312399844697e-07	3.2282731924375465e-05	0.9999677172680757	1.2452734442470406	0.10047518483328541	0.0	1.0	0.0	0.6545189062263941	0.0	1.0	0.0	1.0
Satellite	19	0	0	1	22	154	1.1452972287423792e-06	0.9999988547027713	0.6960573297312355	0.1419301453536315	1.1486365291444453e-06	0.9999988513634709	2.835662932102445	0.5033873721557569	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Simple_repeat	104992	385	543	19912	113859	726643	0.0063847306562312	0.9936152693437688	0.7969470740829085	0.0	0.006347244550943874	0.9936527554490562	0.7855797221684802	3.108756075023565e-201	0.009939587958899158	0.9900604120411008	1.8632511319836154	2.7802576482659143e-28	0.057187993680884674	0.9428120063191153	6.939433654132698	3.0543178505171885e-252
sum_repeats	116957	612	630	22680	128035	861873	0.007124894060006342	0.9928751059399936	0.7551685238511364	0.0	0.007070583291534047	0.9929294167084659	0.7679928773526875	6.024800573835506e-271	0.01580007228791243	0.9841999277120875	2.6478151984941243	1.2220727025695947e-94	0.06635071090047394	0.933649289099526	6.843477716613425	4.3311875510401004e-288
not_repeats	16424394	38122	8865	2446039	21117409	82996222																	
