repeat_family	C_meth_in_repeat	n	sem	C_meth_not_in_repeat	n	sem	ttest_C	CpG_meth_in_repeat	n	sem	CpG_meth_not_in_repeat	n	sem	ttest_CpG	CHG_meth_in_repeat	n	sem	CHG_meth_not_in_repeat	n	sem	ttest_CHG	CHH_meth_in_repeat	n	sem	CHH_meth_not_in_repeat	n	sem	ttest_CHH
DNA	62.796204183412634	161	2.4273412930999303	54.00792079345045	3717409	0.020028880841932394	0.0003942661340534012	62.796204183412634	161	2.4273412930999303	53.98001180149751	3714377	0.020035313363425223	0.00037839139471238024	NA	0	NA	87.83793300975911	2010	0.5736735288558139	NA	NA	0	NA	88.90634862947371	1022	0.7625999382953966	NA
LINE	59.089863850145925	98	3.9350561963487922	54.008167435040825	3717472	0.020028567576604935	0.19964261992877289	59.089863850145925	98	3.9350561963487922	53.98025911777472	3714440	0.020034999838906862	0.19720553288971915	NA	0	NA	87.83793300975911	2010	0.5736735288558139	NA	NA	0	NA	88.90634862947371	1022	0.7625999382953966	NA
Low_complexity	52.164887778756516	1916	0.8426189951408798	54.00925196284404	3715654	0.020033917222506775	0.028773259982177772	52.06963256969931	1911	0.8433219320960107	53.98137744951048	3712627	0.020040343771049303	0.02354544409717575	71.4285717010498	2	28.571428298950195	87.85427699512636	2008	0.573775658448488	0.6678312008918144	100.0	3	0.0	88.87368822308355	1019	0.7646127904681055	1.011915944411759e-43
SINE	64.77155679303246	222	2.473700339074763	54.00765861364751	3717348	0.02002891734197899	2.06894300834223e-05	64.77155679303246	222	2.473700339074763	53.979748949329135	3714316	0.020035349755681758	1.9730985145264653e-05	NA	0	NA	87.83793300975911	2010	0.5736735288558139	NA	NA	0	NA	88.90634862947371	1022	0.7625999382953966	NA
Satellite	10.267857074737549	2	4.017857074737548	54.00832492694666	3717568	0.020028313868260664	0.058308520578298	10.267857074737549	2	4.017857074737548	53.98041745950781	3714536	0.020034745947002462	0.05834553667395918	NA	0	NA	87.83793300975911	2010	0.5736735288558139	NA	NA	0	NA	88.90634862947371	1022	0.7625999382953966	NA
Simple_repeat	56.09797242615647	24528	0.25378904739043007	53.99442247070697	3693042	0.0200905526799422	1.4941218349837634e-16	55.960208647400776	24432	0.2542502152600925	53.96728567320591	3690106	0.0200968390878811	5.756819686004842e-15	91.9871794627263	26	4.095045211243201	87.78355780422628	1984	0.5787053314774848	0.3187944562817734	90.85119042055948	70	2.6328083190232676	88.76334555659976	952	0.7956006868335297	0.449961286533201
all_repeats	55.93715636743453	26927	0.2407128709368584	53.99422843342677	3690643	0.02009766690456454	9.076809799730746e-16	55.8050287917333	26826	0.24112432051413002	53.96712074633741	3687712	0.020103948588721235	3.1550809234340555e-14	90.51870747974941	28	4.1971414419729705	87.80006132198932	1982	0.5788126168758317	0.526302668039018	91.22716889642689	73	2.5329185691360214	88.72782399355422	949	0.7978524370576602	0.34923195950853336
