repeat_family	coverage	pct_coverage
DNA	209	5.0161724158782794e-05
LINE	75837	0.018201505622151243
Low_complexity	1079455	0.2590781050326262
SINE	2998	0.0007195447321915349
Satellite	14	3.360115493889756e-06
Simple_repeat	4611438	1.1067831623508562
not_repeats	410882394	98.61516416042252
