repeat_family	coverage	pct_coverage
DNA	569	0.00016192413591283622
LINE	80147	0.022807967875230376
Low_complexity	847056	0.24105239168678982
SINE	3255	0.0009262971219618311
Satellite	0	0.0
Simple_repeat	4069490	1.1580819892019822
not_repeats	346398610	98.57696942997812
