repeat_family	coverage	pct_coverage
DNA	0	0.0
LINE	47998	0.02343913516144719
Low_complexity	420429	0.20531047453627405
SINE	1978	0.0009659279417755435
Satellite	0	0.0
Simple_repeat	2124210	1.0373274990894983
not_repeats	202182565	98.73295696327101
