repeat_family	coverage	pct_coverage
DNA	65	2.4222860392319263e-05
LINE	78951	0.029421831551292275
Low_complexity	618762	0.23058746987803463
SINE	2552	0.0009510267649415193
Satellite	0	0.0
Simple_repeat	2729018	1.0169941849557895
not_repeats	264912206	98.72202126398955
