repeat_family	coverage	pct_coverage
DNA	90	2.8851798164117124e-05
LINE	42718	0.013694345710830615
Low_complexity	774547	0.2483008190291381
SINE	3361	0.0010774543736621963
Satellite	0	0.0
Simple_repeat	3130179	1.0034588080617552
not_repeats	307988068	98.73343972102646
