repeat_family	coverage	pct_coverage
DNA	42	1.2550616974435137e-05
LINE	69511	0.020771569916903827
Low_complexity	729238	0.2179139719334079
SINE	3906	0.0011672073786224678
Satellite	0	0.0
Simple_repeat	3577895	1.0691616599939668
not_repeats	330264311	98.69097304016012
