repeat_family	coverage	pct_coverage
DNA	166	3.6315411803764124e-05
LINE	83897	0.01835394038614698
Low_complexity	1100479	0.24074908473731652
SINE	4560	0.0009975799868985808
Satellite	0	0.0
Simple_repeat	4593380	1.004882447416711
not_repeats	451323721	98.73498063206112
