repeat_family	coverage	pct_coverage
DNA	94	4.728846103094258e-05
LINE	51237	0.02577573274300431
Low_complexity	380420	0.19137740792969338
SINE	1344	0.0006761243789956045
Satellite	26	1.307978709366497e-05
Simple_repeat	1875858	0.9436855099210838
not_repeats	196471015	98.8384248567791
