repeat_family	coverage	pct_coverage
DNA	89	4.362388002366414e-05
LINE	46692	0.022886361865898045
Low_complexity	390661	0.19148481566207481
SINE	1482	0.0007264111257873063
Satellite	0	0.0
Simple_repeat	1832155	0.8980416843231054
not_repeats	201745620	98.88681710314312
