repeat_family	coverage	pct_coverage
DNA	26	8.098815643217517e-06
LINE	57610	0.01794510650791389
Low_complexity	769575	0.23971715571650462
SINE	2409	0.0007503864186350384
Satellite	0	0.0
Simple_repeat	3211542	1.0003725610942336
not_repeats	316993433	98.74120669144708
