repeat_family	coverage	pct_coverage
DNA	88	3.6920825165841945e-05
LINE	52254	0.02192341816154438
Low_complexity	551222	0.2312678532905197
SINE	2273	0.0009536481318404403
Satellite	0	0.0
Simple_repeat	2434582	1.0214406406125662
not_repeats	235307450	98.72437751897837
