repeat_family	coverage	pct_coverage
DNA	65	1.9995220465547427e-05
LINE	55086	0.016945487916386854
Low_complexity	795463	0.24469935472593465
SINE	2998	0.000922241091626326
Satellite	23	7.075231857039859e-06
Simple_repeat	3143487	0.9669956245474197
not_repeats	321080564	98.77041022126632
