repeat_family	coverage	pct_coverage
DNA	120	3.640156558158685e-05
LINE	49913	0.015140927857281206
Low_complexity	851469	0.25829003870156814
SINE	2249	0.000682226008274907
Satellite	0	0.0
Simple_repeat	3605685	1.0937714916170334
not_repeats	325146715	98.63207891425027
