repeat_family	coverage	pct_coverage
DNA	152	7.148297171681227e-05
LINE	42910	0.02017983102873957
Low_complexity	394737	0.18563798556960082
SINE	2103	0.000989004536318791
Satellite	0	0.0
Simple_repeat	2177236	1.023916443479115
not_repeats	210020916	98.76920525241451
